
07-04 18:16:58.594  4822  4854 I Unity   : [STATISTIC]Frame Number;Main Thread;Render Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;GameServer Opencraft.Terrain.TerrainGenerationSystem;GameServer Opencraft.Terrain.TerrainToSpawn;GameServer Opencraft.Terrain.TerrainStructuresSystem;terrainMeshingSys;GameClient Opencraft.Player.PlayerMovementSystem;GameServer Opencraft.Player.PlayerMovementSystem;ServerFixedUpdate;SetAreaNeighborsJob (Burst);Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
07-04 18:18:59.206  4822  4854 I Unity   : [STATISTIC]8932;14373073;0;14372447;4436189184;16084992;10561008635;37916;140417;110000;0;820574;646146;2319584;0;0;27;0.01438078;
07-04 18:18:59.220  4822  4854 I Unity   : [STATISTIC]8933;14089792;0;14089427;4436189184;16084992;10561008635;88438;126510;159062;0;674947;612969;2696980;0;0;27;0.01409943;
07-04 18:18:59.234  4822  4854 I Unity   : [STATISTIC]8934;10769271;0;10768854;4436189184;16084992;10561008635;0;0;0;0;791615;0;0;0;0;27;0.01077901;
07-04 18:18:59.246  4822  4854 I Unity   : [STATISTIC]8935;15969010;0;15968646;4436189184;16084992;10561008635;45625;129531;123229;0;463072;568802;2210468;0;0;27;0.01598052;
07-04 18:18:59.262  4822  4854 I Unity   : [STATISTIC]8936;12892344;0;12891771;4436189184;16084992;10561008635;63489;173646;94166;0;806563;475364;2516978;0;0;27;0.0128725;
07-04 18:18:59.275  4822  4854 I Unity   : [STATISTIC]8937;15566459;0;15566094;4436189184;16084992;10561008635;41250;123698;145572;0;860102;330781;2117395;0;0;27;0.01560547;
07-04 18:18:59.290  4822  4854 I Unity   : [STATISTIC]8938;13188281;0;13187917;4436189184;16084992;10561008635;34063;126406;90469;0;724739;480104;1879271;0;0;27;0.01319797;
07-04 18:18:59.304  4822  4854 I Unity   : [STATISTIC]8939;14679843;0;14679323;4436189184;16084992;10561008635;34896;123750;115468;0;807032;673698;2374114;0;0;27;0.01468974;
07-04 18:18:59.317  4822  4854 I Unity   : [STATISTIC]8940;11434791;0;11434323;4436189184;16084992;10561008635;0;0;0;0;763542;0;0;0;0;27;0.01144188;
07-04 18:18:59.331  4822  4854 I Unity   : [STATISTIC]8941;16056719;0;16056146;4436189184;16084992;10561008635;30625;119115;104375;0;484531;558020;2282708;0;0;27;0.01606802;
07-04 18:18:59.345  4822  4854 I Unity   : [STATISTIC]8942;13423282;0;13422968;4436189184;16084992;10561008635;60000;138958;123698;0;746717;516718;2315469;0;0;27;0.013435;
07-04 18:18:59.359  4822  4854 I Unity   : [STATISTIC]8943;13941771;0;13941407;4436189184;16084992;10561008635;34271;139636;109062;0;843020;765521;2482604;0;0;27;0.01395239;
07-04 18:18:59.373  4822  4854 I Unity   : [STATISTIC]8944;14489323;0;14489062;4436189184;16084992;10561008635;49219;137709;113125;0;773959;679740;2413385;0;0;27;0.01449844;
07-04 18:18:59.386  4822  4854 I Unity   : [STATISTIC]8945;15520468;0;15520000;4436189184;16084992;10561008635;34948;159583;120938;0;671770;627239;3092813;0;0;27;0.01553026;
07-04 18:18:59.400  4822  4854 I Unity   : [STATISTIC]8946;11440104;0;11439531;4436189184;16084992;10561008635;39791;123229;127813;0;830260;560729;2342345;0;0;27;0.01145063;
07-04 18:18:59.415  4822  4854 I Unity   : [STATISTIC]8947;11249219;0;11248750;4436189184;16084992;10561008635;0;0;0;0;706719;0;0;0;0;27;0.01125802;
07-04 18:18:59.429  4822  4854 I Unity   : [STATISTIC]8948;17860156;0;17859792;4436189184;16084992;10561008635;31406;165782;106041;0;538750;373750;2348646;0;0;27;0.0178674;
07-04 18:18:59.441  4822  4854 I Unity   : [STATISTIC]8949;12977031;0;12976667;4436189184;16084992;10561008635;35157;121771;104739;0;883752;587865;2059948;0;0;27;0.01298995;
07-04 18:18:59.456  4822  4854 I Unity   : [STATISTIC]8950;13051093;0;13050677;4436189184;16084992;10561008635;35729;119218;96198;0;805626;578334;2045625;0;0;27;0.01306;
07-04 18:18:59.470  4822  4854 I Unity   : [STATISTIC]8951;16130260;0;16129896;4436189184;16084992;10561008635;37552;155000;108750;0;757500;667917;2581510;0;0;27;0.01613708;
07-04 18:18:59.484  4822  4854 I Unity   : [STATISTIC]8952;9690729;0;9690313;4436189184;16084992;10561008635;0;0;0;0;725521;0;0;0;0;27;0.009701406;
07-04 18:18:59.499  4822  4854 I Unity   : [STATISTIC]8953;16223073;0;16222500;4436189184;16084992;10561008635;32865;125677;98906;0;465782;552917;2277657;0;0;27;0.01623432;
07-04 18:18:59.512  4822  4854 I Unity   : [STATISTIC]8954;15382604;0;15382136;4436189184;16084992;10561022715;30729;123906;89323;0;777970;522083;1975468;0;0;27;0.01539396;
07-04 18:18:59.526  4822  4854 I Unity   : [STATISTIC]8955;12878125;0;12877760;4436201472;16084992;10561022715;36041;152709;98906;0;806615;509948;2049584;0;0;27;0.01288719;
07-04 18:18:59.540  4822  4854 I Unity   : [STATISTIC]8956;15627656;0;15627291;4436201472;16084992;10561022715;60729;119427;177187;0;892761;595364;2434739;0;0;27;0.01563458;
07-04 18:18:59.553  4822  4854 I Unity   : [STATISTIC]8957;12482135;0;12481667;4436201472;16084992;10561022715;40521;122656;129115;0;982656;391145;2227657;0;0;27;0.01249578;
07-04 18:18:59.567  4822  4854 I Unity   : [STATISTIC]8958;11343646;0;11343230;4436201472;16084992;10561022715;0;0;0;0;1099114;0;0;0;0;27;0.01135312;
07-04 18:18:59.583  4822  4854 I Unity   : [STATISTIC]8959;16784792;0;16784323;4436193280;16084992;10561022715;79427;146250;157917;0;494948;748802;2779115;0;0;27;0.01679495;
07-04 18:18:59.594  4822  4854 I Unity   : [STATISTIC]8960;14651354;0;14650937;4436193280;16084992;10561022715;42968;177448;113385;0;755418;682136;2355520;0;0;27;0.01466078;
07-04 18:18:59.609  4822  4854 I Unity   : [STATISTIC]8961;11501980;0;11501562;4436209664;16084992;10561022715;36875;129948;97708;0;945208;834375;2384948;0;0;27;0.01151099;
07-04 18:18:59.623  4822  4854 I Unity   : [STATISTIC]8962;15315052;0;15314583;4436209664;16084992;10561022715;34063;124583;110208;0;857344;651511;2431510;0;0;27;0.01532281;
07-04 18:18:59.636  4822  4854 I Unity   : [STATISTIC]8963;13560729;0;13560260;4436201472;16084992;10561022715;53386;193542;148021;0;694948;549791;2267240;0;0;27;0.01357156;
07-04 18:18:59.649  4822  4854 I Unity   : [STATISTIC]8964;9935625;0;9935156;4436201472;16084992;10561022715;0;0;0;0;769271;0;0;0;0;27;0.00994573;
07-04 18:18:59.666  4822  4854 I Unity   : [STATISTIC]8965;16117083;0;16116562;4436201472;16084992;10561022715;69479;191875;104479;0;511199;517239;2290834;0;0;27;0.01612646;
07-04 18:18:59.679  4822  4854 I Unity   : [STATISTIC]8966;16488906;0;16488490;4436209664;16084992;10561022715;38229;121198;108490;0;843906;576875;2163855;0;0;27;0.01649849;
07-04 18:18:59.692  4822  4854 I Unity   : [STATISTIC]8967;12646719;0;12646250;4436201472;16084992;10561022715;38125;120416;97969;0;784584;411719;1997032;0;0;27;0.0126563;
07-04 18:18:59.706  4822  4854 I Unity   : [STATISTIC]8968;14296927;0;14296562;4436201472;16084992;10561022715;76615;129531;148698;0;819376;746042;2613750;0;0;27;0.01430578;
07-04 18:18:59.720  4822  4854 I Unity   : [STATISTIC]8969;13068438;0;13068125;4436209664;16084992;10561022715;39166;121875;125625;0;654428;648698;2102656;0;0;27;0.01308073;
07-04 18:18:59.734  4822  4854 I Unity   : [STATISTIC]8970;11555260;0;11554739;4436209664;16084992;10561022715;0;0;0;0;767395;0;0;0;0;27;0.0115624;
07-04 18:18:59.748  4822  4854 I Unity   : [STATISTIC]8971;17411719;0;17411406;4436209664;16084992;10561022715;705781;121770;174218;0;473229;497135;2924687;0;0;27;0.01742328;
07-04 18:18:59.761  4822  4854 I Unity   : [STATISTIC]8972;14177604;0;14177239;4436856832;16084992;10577799931;42292;122917;212552;0;778386;473907;3474582;1856614;0;27;0.01418896;
07-04 18:18:59.774  4822  4854 I Unity   : [STATISTIC]8973;12411146;0;12410677;4436856832;16084992;10577799931;46979;152500;151719;0;882864;534791;2250520;0;0;27;0.01242109;
07-04 18:18:59.788  4822  4854 I Unity   : [STATISTIC]8974;12938073;0;12937604;4436856832;16084992;10577799931;64271;118906;140885;0;768489;550886;2504375;0;0;27;0.01294755;
07-04 18:18:59.803  4822  4854 I Unity   : [STATISTIC]8975;12060104;0;12059792;4437016576;16084992;10577799931;0;0;0;0;658959;0;0;0;0;27;0.01206885;
07-04 18:18:59.818  4822  4854 I Unity   : [STATISTIC]8976;15981823;0;15981458;4437016576;16084992;10577799931;42188;122448;132812;0;468646;669063;2400312;0;0;27;0.01599203;
07-04 18:18:59.831  4822  4854 I Unity   : [STATISTIC]8977;16500729;0;16500312;4437659648;16084992;10578034091;38906;138438;105104;659583;792605;733229;2379479;0;0;27;0.01649234;
07-04 18:18:59.844  4822  4854 I Unity   : [STATISTIC]8978;12153750;0;12153281;4437712896;16084992;10578034091;37240;130990;102448;0;867916;683906;2247500;0;0;27;0.01218036;
07-04 18:18:59.859  4822  4854 I Unity   : [STATISTIC]8979;12904063;0;12903541;4437774336;16084992;10578034091;79115;127656;305365;0;758907;533333;2419531;0;0;27;0.01291349;
07-04 18:18:59.872  4822  4854 I Unity   : [STATISTIC]8980;14700729;0;14700208;4437774336;16084992;10578034091;41198;126355;113177;0;913229;761406;2376406;0;0;27;0.01471193;
07-04 18:18:59.886  4822  4854 I Unity   : [STATISTIC]8981;13605313;0;13604844;4437782528;16084992;10578034091;63907;123490;161823;0;518646;363803;2160886;0;0;27;0.01361281;
07-04 18:18:59.900  4822  4854 I Unity   : [STATISTIC]8982;11618541;0;11618177;4437782528;16084992;10578034091;0;0;0;0;938020;0;0;0;0;27;0.01162688;
07-04 18:18:59.914  4822  4854 I Unity   : [STATISTIC]8983;15829167;0;15828646;4437782528;16084992;10578034091;35104;148646;107083;0;452083;584635;2271042;0;0;27;0.01584146;
07-04 18:18:59.929  4822  4854 I Unity   : [STATISTIC]8984;14584583;0;14583958;4438016000;16084992;10578034091;33802;125157;131406;0;769063;1005625;2857343;0;0;27;0.01459448;
07-04 18:18:59.942  4822  4854 I Unity   : [STATISTIC]8985;14293125;0;14292656;4438016000;16084992;10578034091;38281;148281;100416;0;830886;741771;2541770;0;0;27;0.01430146;
07-04 18:18:59.956  4822  4854 I Unity   : [STATISTIC]8986;13182812;0;13182448;4438016000;16084992;10578034091;42344;257188;102240;0;756093;502187;2258697;0;0;27;0.01319302;
07-04 18:18:59.970  4822  4854 I Unity   : [STATISTIC]8987;13926302;0;13925937;4438016000;16084992;10578034091;32552;149271;105000;0;647604;1214843;2870260;0;0;27;0.01393651;
07-04 18:18:59.984  4822  4854 I Unity   : [STATISTIC]8988;12085678;0;12085260;4438016000;16084992;10578034091;0;0;0;0;809167;0;0;0;0;27;0.0120951;
07-04 18:18:59.998  4822  4854 I Unity   : [STATISTIC]8989;15774115;0;15773803;4438016000;16084992;10578034091;62343;132240;152135;0;477552;672084;2526822;0;0;27;0.01578406;
07-04 18:19:00.013  4822  4854 I Unity   : [STATISTIC]8990;15129844;0;15129479;4438016000;16084992;10578034091;61771;130781;93125;0;785781;560469;2366562;0;0;27;0.01513927;
07-04 18:19:00.026  4822  4854 I Unity   : [STATISTIC]8991;14845729;0;14845417;4438016000;16084992;10578034091;34687;130052;142656;0;723802;424167;2915469;0;0;27;0.01485578;
07-04 18:19:00.039  4822  4854 I Unity   : [STATISTIC]8992;13807760;0;13807240;4438016000;16084992;10578034091;37657;163334;128021;0;929895;779688;2360677;0;0;27;0.01381375;
07-04 18:19:00.052  4822  4854 I Unity   : [STATISTIC]8993;11216198;0;11215730;4438016000;16084992;10578034091;35156;354635;92865;0;854114;754688;2408228;0;0;27;0.01122958;
07-04 18:19:00.067  4822  4854 I Unity   : [STATISTIC]8994;10542500;0;10542031;4438016000;16084992;10578034091;0;0;0;0;801563;0;0;0;0;27;0.01055089;
07-04 18:19:00.083  4822  4854 I Unity   : [STATISTIC]8995;17129166;0;17128698;4438286336;16084992;10578034091;44219;163229;119479;0;462864;805416;2450312;0;0;27;0.01713865;
07-04 18:19:00.096  4822  4854 I Unity   : [STATISTIC]8996;16432656;0;16432188;4438286336;16084992;10578034091;40677;136146;132864;0;804531;575886;2227761;0;0;27;0.01644208;
07-04 18:19:00.110  4822  4854 I Unity   : [STATISTIC]8997;12678698;0;12678229;4438286336;16084992;10578034091;34219;124584;95156;0;438073;912239;2475209;0;0;27;0.01268651;
07-04 18:19:00.122  4822  4854 I Unity   : [STATISTIC]8998;14553386;0;14553020;4438286336;16084992;10594811307;34219;127969;96823;0;752762;482344;2774063;0;0;27;0.01456375;
07-04 18:19:00.136  4822  4854 I Unity   : [STATISTIC]8999;13874011;0;13873646;4440535040;16084992;10594819499;35000;127448;103490;234479;641511;658177;2385730;154844;0;27;0.01388234;
07-04 18:19:00.150  4822  4854 I Unity   : [STATISTIC]9000;11316406;0;11316042;4442570752;16084992;10594827691;0;0;0;284740;453594;0;0;218541;0;27;0.01132724;
07-04 18:19:00.165  4822  4854 I Unity   : [STATISTIC]9001;14408281;0;14407917;4442583040;16084992;10594827691;35052;128073;92083;0;452447;811927;2328594;0;0;27;0.0144162;
07-04 18:19:00.179  4822  4854 I Unity   : [STATISTIC]9002;15787291;0;15786667;4442583040;16084992;10594827691;52968;122604;133229;0;487553;472552;2399063;0;0;27;0.01579594;
07-04 18:19:00.191  4822  4854 I Unity   : [STATISTIC]9003;12792500;0;12791979;4442583040;16084992;10594827691;39167;121927;99115;0;731457;558802;2045105;0;0;27;0.01280427;
07-04 18:19:00.206  4822  4854 I Unity   : [STATISTIC]9004;13372188;0;13371823;4442583040;16084992;10594827691;45989;126823;103854;0;487968;600677;2278490;0;0;27;0.01338234;
07-04 18:19:00.219  4822  4854 I Unity   : [STATISTIC]9005;16305105;0;16304791;4445057024;16084992;10594844075;35104;146302;106771;363646;674167;715573;2539011;163854;0;27;0.01631276;
07-04 18:19:00.233  4822  4854 I Unity   : [STATISTIC]9006;11324427;0;11323906;4445057024;16084992;10594844075;38750;269896;97291;0;463698;742865;2386356;0;0;27;0.01133479;
07-04 18:19:00.248  4822  4854 I Unity   : [STATISTIC]9007;11458125;0;11457552;4445057024;16084992;10594844075;0;0;0;0;687604;0;0;0;0;27;0.01146568;
07-04 18:19:00.262  4822  4854 I Unity   : [STATISTIC]9008;20036458;0;20035989;4447285248;16084992;10611629483;59948;158333;128073;355573;503438;515990;2729948;219061;0;27;0.02005016;
07-04 18:19:00.275  4822  4854 I Unity   : [STATISTIC]9009;10834740;0;10834219;4447510528;16084992;10611564019;73959;130521;114688;0;611354;539843;2284999;0;0;27;0.01084427;
07-04 18:19:00.289  4822  4854 I Unity   : [STATISTIC]9010;16446407;0;16445989;4449570816;16084992;10628412343;115260;132865;184739;566615;856251;492604;2385469;143906;0;27;0.01642838;
07-04 18:19:00.303  4822  4854 I Unity   : [STATISTIC]9011;10940989;0;10940573;4449570816;16084992;10628412343;41979;124063;110208;0;474322;688125;2295365;0;0;27;0.01099901;
07-04 18:19:00.317  4822  4854 I Unity   : [STATISTIC]9012;12894270;0;12893906;4451901440;16084992;10628420535;0;0;0;203125;665104;0;0;183230;0;27;0.01290359;
07-04 18:19:00.331  4822  4854 I Unity   : [STATISTIC]9013;16519791;0;16519427;4452130816;16084992;10628420535;40677;127032;129844;0;482188;533438;2550522;0;0;27;0.0165274;
07-04 18:19:00.346  4822  4854 I Unity   : [STATISTIC]9014;15834792;0;15834479;4454182912;16084992;10628428727;38281;151615;104375;208020;663126;809843;2634375;164740;0;27;0.01584807;
07-04 18:19:00.358  4822  4854 I Unity   : [STATISTIC]9015;12333281;0;12332761;4454182912;16084992;10628428727;38489;129479;99062;0;462709;573125;2636198;0;0;27;0.01236609;
07-04 18:19:00.371  4822  4854 I Unity   : [STATISTIC]9016;12720052;0;12719531;4454182912;16084992;10628428727;36042;269948;113334;0;468750;937656;2649740;0;0;27;0.01272812;
07-04 18:19:00.384  4822  4854 I Unity   : [STATISTIC]9017;13297188;0;13296770;4454412288;16084992;10628428727;37917;165261;117656;0;928387;399843;2840261;0;0;27;0.0133074;
07-04 18:19:00.398  4822  4854 I Unity   : [STATISTIC]9018;8889167;0;8888802;4454412288;16084992;10628428727;0;0;0;0;346302;0;0;0;0;27;0.008900729;
07-04 18:19:00.414  4822  4854 I Unity   : [STATISTIC]9019;16974271;0;16973854;4454608896;16084992;10628428727;36459;124219;92552;0;505000;826511;2343124;0;0;27;0.01698203;
07-04 18:19:00.428  4822  4854 I Unity   : [STATISTIC]9020;17524688;0;17524271;4456632320;16084992;10628436919;36197;123593;195000;329011;812657;568542;2388281;179635;0;27;0.01753516;
07-04 18:19:00.440  4822  4854 I Unity   : [STATISTIC]9021;11662396;0;11661927;4456632320;16084992;10628436919;39843;123490;98073;0;570155;819948;2566199;0;0;27;0.01167172;
07-04 18:19:00.455  4822  4854 I Unity   : [STATISTIC]9022;15087969;0;15087552;4458844160;16084992;10645222327;38854;144271;106458;380000;807866;525989;2092136;217188;0;27;0.01509662;
07-04 18:19:00.468  4822  4854 I Unity   : [STATISTIC]9023;11725313;0;11725000;4458844160;16084992;10661999543;133698;125677;133125;0;475468;613698;2358541;0;0;27;0.01173406;
07-04 18:19:00.482  4822  4854 I Unity   : [STATISTIC]9024;13733542;0;13733021;4460896256;16084992;10662007735;0;0;0;311875;743802;0;0;222917;0;27;0.01374338;
07-04 18:19:00.497  4822  4854 I Unity   : [STATISTIC]9025;13893438;0;13892968;4460896256;16084992;10662007735;73021;123646;128645;0;471770;661197;2821458;0;0;27;0.01390396;
07-04 18:19:00.511  4822  4854 I Unity   : [STATISTIC]9026;15080313;0;15080000;4460896256;16084992;10662007735;36823;160573;106250;0;461770;734583;2541927;0;0;27;0.01508911;
07-04 18:19:00.525  4822  4854 I Unity   : [STATISTIC]9027;15938907;0;15938385;4462940160;16084992;10662015927;60886;391927;149375;355365;918022;725573;3041458;214480;0;27;0.01594766;
07-04 18:19:00.538  4822  4854 I Unity   : [STATISTIC]9028;11824480;0;11824010;4462940160;16084992;10662015927;43698;130260;140885;0;444323;662239;2731041;0;0;27;0.01183307;
07-04 18:19:00.552  4822  4854 I Unity   : [STATISTIC]9029;14556198;0;14555729;4465303552;16084992;10662040503;34219;120469;92240;361667;670261;531041;2048802;153593;0;27;0.01456599;
07-04 18:19:00.566  4822  4854 I Unity   : [STATISTIC]9030;9881979;0;9881511;4465303552;16084992;10662040503;0;0;0;0;453281;0;0;0;0;27;0.009892292;
07-04 18:19:00.579  4822  4854 I Unity   : [STATISTIC]9031;15962865;0;15962500;4465303552;16084992;10662040503;92135;124895;175364;0;450833;515625;2186667;0;0;27;0.0159725;
07-04 18:19:00.594  4822  4854 I Unity   : [STATISTIC]9032;15344427;0;15344010;4467441664;16084992;10662056887;43854;188021;112812;305625;797396;591770;2306042;225521;0;27;0.0153538;
07-04 18:19:00.606  4822  4854 I Unity   : [STATISTIC]9033;13874740;0;13874375;4467441664;16084992;10662056887;37448;127500;104270;0;455364;376198;2307916;0;0;27;0.01388672;
07-04 18:19:00.621  4822  4854 I Unity   : [STATISTIC]9034;13437812;0;13437500;4469592064;16084992;10662073271;34219;130416;92552;217813;898751;586354;2393022;237136;0;27;0.01344812;
07-04 18:19:00.634  4822  4854 I Unity   : [STATISTIC]9035;12345312;0;12344688;4469592064;16084992;10662073271;34115;119948;104063;0;346875;501771;1965155;0;0;27;0.01235234;
07-04 18:19:00.650  4822  4854 I Unity   : [STATISTIC]9036;12225833;0;12225313;4471738368;16084992;10662081463;0;0;0;230052;673698;0;0;150781;0;27;0.01223667;
07-04 18:19:00.664  4822  4854 I Unity   : [STATISTIC]9037;16894791;0;16894479;4471980032;16084992;10662081463;40313;125156;119062;0;525416;690468;2455365;0;0;27;0.01690328;
07-04 18:19:00.677  4822  4854 I Unity   : [STATISTIC]9038;14139896;0;14139584;4471980032;16084992;10662081463;42812;151719;106979;0;510730;670677;2700781;0;0;27;0.01415026;
07-04 18:19:00.691  4822  4854 I Unity   : [STATISTIC]9039;15289167;0;15288854;4474122240;16084992;10678843183;52969;196718;95052;344740;766719;508073;2658645;154792;0;27;0.01529833;
07-04 18:19:00.703  4822  4854 I Unity   : [STATISTIC]9040;12180573;0;12180104;4474122240;16084992;10678843183;35885;246094;96042;0;580052;769115;2484949;0;0;27;0.01218885;
07-04 18:19:00.719  4822  4854 I Unity   : [STATISTIC]9041;13116146;0;13115781;4476268544;16084992;10678874027;34844;120000;118073;316615;683282;567500;2064635;203179;0;27;0.01312411;
07-04 18:19:00.732  4822  4854 I Unity   : [STATISTIC]9042;11887188;0;11886771;4476268544;16084992;10678874027;0;0;0;0;334115;0;0;0;0;27;0.01189672;
07-04 18:19:00.745  4822  4854 I Unity   : [STATISTIC]9043;15334948;0;15334635;4476309504;16084992;10678874027;33541;123750;97239;0;576146;809739;2412396;0;0;27;0.01534271;
07-04 18:19:00.760  4822  4854 I Unity   : [STATISTIC]9044;15557136;0;15556770;4478574592;16084992;10678906795;34271;171302;101928;281406;858594;718333;2439635;188543;0;27;0.01556844;
07-04 18:19:00.773  4822  4854 I Unity   : [STATISTIC]9045;12675208;0;12674792;4478574592;16084992;10678906795;95572;121406;174115;0;484740;527396;2272189;0;0;27;0.01268495;
07-04 18:19:00.789  4822  4854 I Unity   : [STATISTIC]9046;15486250;0;15485833;4481011712;16084992;10695692203;31823;196354;104635;339844;777031;559740;2285676;164011;0;27;0.01549625;
07-04 18:19:00.801  4822  4854 I Unity   : [STATISTIC]9047;13299584;0;13299010;4481150976;16084992;10695692203;36407;120104;93386;0;302239;496666;2033802;0;0;27;0.01330755;
07-04 18:19:00.815  4822  4854 I Unity   : [STATISTIC]9048;9333385;0;9333021;4481150976;16084992;10695692203;0;0;0;0;660261;0;0;0;0;27;0.009342084;
07-04 18:19:00.830  4822  4854 I Unity   : [STATISTIC]9049;17303177;0;17302656;4481171456;16084992;10695692203;45417;130886;124011;0;649270;997239;2839897;0;0;27;0.01731161;
07-04 18:19:00.844  4822  4854 I Unity   : [STATISTIC]9050;14944011;0;14943645;4481171456;16084992;10695692203;34427;256771;124062;0;453073;760834;2479739;0;0;27;0.01495328;
07-04 18:19:00.858  4822  4854 I Unity   : [STATISTIC]9051;14772291;0;14771823;4483555328;16084992;10695708587;83646;121042;172916;350469;505730;551354;2762970;158072;0;27;0.01478109;
07-04 18:19:00.871  4822  4854 I Unity   : [STATISTIC]9052;12469167;0;12468645;4483555328;16084992;10695708587;33386;128958;213854;0;507449;568073;2154167;0;0;27;0.01247885;
07-04 18:19:00.886  4822  4854 I Unity   : [STATISTIC]9053;12854532;0;12854010;4485603328;16084992;10695724971;0;0;0;231875;702864;0;0;165781;0;27;0.01286318;
07-04 18:19:00.900  4822  4854 I Unity   : [STATISTIC]9054;16458542;0;16458178;4485644288;16084992;10695724971;58593;122865;153750;0;490729;536823;2985677;0;0;27;0.01646906;
07-04 18:19:00.913  4822  4854 I Unity   : [STATISTIC]9055;13112500;0;13111927;4485689344;16084992;10695724971;36354;243907;92448;0;473750;541667;2168489;0;0;27;0.01312078;
07-04 18:19:00.928  4822  4854 I Unity   : [STATISTIC]9056;13369271;0;13368854;4485697536;16084992;10695724971;70886;210000;162500;0;799740;509531;2301927;0;0;27;0.01337714;
07-04 18:19:00.942  4822  4854 I Unity   : [STATISTIC]9057;15191146;0;15190677;4485697536;16084992;10695724971;32760;126510;102031;0;448542;695208;2461771;0;0;27;0.01520193;
07-04 18:19:00.955  4822  4854 I Unity   : [STATISTIC]9058;14600000;0;14599583;4488175616;16084992;10712518571;37188;118385;95625;314479;768332;488385;2027760;159218;0;27;0.01461021;
07-04 18:19:00.967  4822  4854 I Unity   : [STATISTIC]9059;11680782;0;11680313;4488175616;16084992;10712518571;32395;219948;94792;0;512447;545833;2284585;0;0;27;0.01168828;
07-04 18:19:00.983  4822  4854 I Unity   : [STATISTIC]9060;12282968;0;12282396;4490256384;16084992;10712548239;0;0;0;376927;813593;0;0;177656;0;27;0.0122913;
07-04 18:19:00.998  4822  4854 I Unity   : [STATISTIC]9061;16080104;0;16079739;4490305536;16084992;10712548239;40312;182813;110468;0;526041;724896;2498437;0;0;27;0.01608984;
07-04 18:19:01.012  4822  4854 I Unity   : [STATISTIC]9062;13960677;0;13960052;4490559488;16084992;10712548239;72344;116146;170730;0;441927;777604;2510105;0;0;27;0.01396943;
07-04 18:19:01.026  4822  4854 I Unity   : [STATISTIC]9063;17258385;0;17257813;4492681216;16084992;10712577627;64271;130209;126250;320885;773073;782448;2693489;195158;0;27;0.01726766;
07-04 18:19:01.040  4822  4854 I Unity   : [STATISTIC]9064;11067083;0;11066563;4492681216;16084992;10712577627;37136;161407;99062;0;570781;564114;2111354;0;0;27;0.01107797;
07-04 18:19:01.053  4822  4854 I Unity   : [STATISTIC]9065;14080208;0;14079687;4492681216;16084992;10712577627;54844;169896;146510;0;776250;691458;2468282;0;0;27;0.01408891;
07-04 18:19:01.067  4822  4854 I Unity   : [STATISTIC]9066;11196510;0;11196146;4492681216;16084992;10712577627;0;0;0;0;477760;0;0;0;0;27;0.01120557;
07-04 18:19:01.081  4822  4854 I Unity   : [STATISTIC]9067;16500052;0;16499688;4492681216;16084992;10712577627;43021;202657;121458;0;539271;552188;2583594;0;0;27;0.01650932;
07-04 18:19:01.096  4822  4854 I Unity   : [STATISTIC]9068;16973437;0;16973073;4494794752;16084992;10712594011;37084;128697;98854;343021;843124;618177;2241095;161198;0;27;0.01698401;
07-04 18:19:01.108  4822  4854 I Unity   : [STATISTIC]9069;11862239;0;11861875;4494794752;16084992;10712594011;38229;137760;102604;0;687240;819271;2468749;0;0;27;0.01187318;
07-04 18:19:01.122  4822  4854 I Unity   : [STATISTIC]9070;14158125;0;14157761;4497154048;16084992;10729395803;40990;134739;102969;361823;772447;930521;2544532;176145;0;27;0.01416812;
07-04 18:19:01.135  4822  4854 I Unity   : [STATISTIC]9071;12190104;0;12189792;4497154048;16084992;10729395803;86094;121458;104688;0;691771;739583;2383698;0;0;27;0.01219953;
07-04 18:19:01.148  4822  4854 I Unity   : [STATISTIC]9072;12789219;0;12788854;4499439616;16084992;10746181211;0;0;0;306719;1053854;0;0;256874;0;27;0.01279844;
07-04 18:19:01.163  4822  4854 I Unity   : [STATISTIC]9073;13569635;0;13569115;4499660800;16084992;10746181211;41823;131458;97657;0;533282;655105;2256041;0;0;27;0.01357797;
07-04 18:19:01.177  4822  4854 I Unity   : [STATISTIC]9074;14490572;0;14490208;4499660800;16084992;10746167131;114583;142500;261197;0;462449;1077240;3101667;0;0;27;0.01450135;
07-04 18:19:01.191  4822  4854 I Unity   : [STATISTIC]9075;16104427;0;16104011;4502814720;16084992;10746183515;182500;136823;318959;229063;839842;595729;2727396;196458;0;27;0.01611604;
07-04 18:19:01.204  4822  4854 I Unity   : [STATISTIC]9076;13322136;0;13321719;4503625728;16084992;10746183515;38854;122343;106250;0;773855;690833;2364896;0;0;27;0.01333083;
07-04 18:19:01.218  4822  4854 I Unity   : [STATISTIC]9077;14033125;0;14032760;4506083328;16084992;10746234911;78021;126666;162604;337916;783177;521511;2259063;183073;0;27;0.01404224;
07-04 18:19:01.231  4822  4854 I Unity   : [STATISTIC]9078;8591667;0;8591302;4506083328;16084992;10746234911;0;0;0;0;777605;0;0;0;0;27;0.008601771;
07-04 18:19:01.244  4822  4854 I Unity   : [STATISTIC]9079;15193646;0;15193281;4506345472;16084992;10746242207;40833;326666;104375;0;317239;772604;2781875;0;0;27;0.01519818;
