Frame Number;Main Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;NFE Snapshot Tick;NFE Snapshot Size (bits);NFE RTT;NFE Jitter;Multiplay FPS;Multiplay BitRate In;Multiplay BitRate Out;Multiplay RTT (ms);Multiplay PacketLoss;GameServer Opencraft.Terrain.TerrainGenerationSystem;terrainMeshingSys;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
22690;7118109;7117918;5786312704;16277504;12151240031;4026;53122;0;0;0;0;0;0;0;0;174417;0;6588;0.007120853;
22691;5148816;5148706;5786312704;16277504;12151240159;4026;53122;0;0;0;0;0;0;0;0;0;0;6588;0.005152142;
22692;8381438;8381348;5788409856;16277504;12168028715;4027;49428;0;0;0;0;0;0;0;46928;243787;0;6588;0.008383692;
22693;5393184;5393063;5788934144;16277504;12168028843;4027;49428;0;0;0;0;0;0;0;0;0;0;6588;0.0053964;
22694;6768163;6768052;5788934144;16277504;12184806059;4028;49436;0;0;0;0;0;0;0;46427;0;0;6588;0.006771058;
22695;5354872;5354751;5788934144;16277504;12184806059;4028;49436;0;0;0;0;0;0;0;0;0;0;6588;0.005358088;
22696;5130020;5129930;5788934144;16277504;12184806059;4028;49436;0;0;0;0;0;0;0;0;0;0;6588;0.005132895;
22697;6770467;6770367;5788934144;16277504;12184806059;4029;52956;0;0;0;0;0;0;0;47068;0;0;6588;0.006773072;
22698;5249705;5249534;5788934144;16277504;12184806059;4029;52956;0;0;0;0;0;0;0;0;0;0;6588;0.00525275;
22699;5220830;5220640;5788934144;16277504;12184806059;4029;52956;0;0;0;0;0;0;0;0;0;0;6588;0.005223636;
22700;6867338;6867138;5789065216;16277504;12184806059;4030;49436;0;0;0;0;0;0;0;45385;0;0;6588;0.006869933;
22701;5113580;5113470;5789065216;16277504;12184806059;4030;49436;0;0;0;0;0;0;0;0;0;0;6588;0.005116886;
22702;5291042;5290932;5789065216;16277504;12184806059;4030;49436;0;0;0;0;0;0;0;0;0;0;6588;0.005294198;
22703;7828641;7828510;5791293440;16277504;12184809111;4031;49897;0;0;0;0;0;0;0;47409;144241;0;6588;0.007831507;
22704;5276665;5276535;5791293440;16277504;12184809239;4031;49897;0;0;0;0;0;0;0;0;0;0;6588;0.005280051;
22705;4962987;4962877;5791293440;16277504;12184809239;4031;49897;0;0;0;0;0;0;0;0;0;0;6588;0.004966133;
22706;8791146;8790936;5793521664;16277504;12184815275;4032;52839;0;0;0;0;0;0;0;46798;146094;0;6588;0.008794062;
22707;5404335;5404154;5793521664;16277504;12184815275;4032;52839;0;0;0;0;0;0;0;0;0;0;6588;0.005407991;
22708;6852070;6851970;5793652736;16277504;12184815275;4033;205;0;0;0;0;0;0;0;46847;0;0;6588;0.006854976;
22709;6714201;6714091;5795880960;16277504;12184815339;4033;205;0;0;0;0;0;0;0;0;178314;0;6588;0.006717487;
22710;5219298;5219188;5796012032;16277504;12184815403;4033;205;0;0;0;0;0;0;0;0;0;0;6588;0.005222173;
22711;6767441;6767251;5796012032;16277504;12184815403;4034;52731;0;0;0;0;0;0;0;45886;0;0;6588;0.006769876;
22712;5195013;5194912;5796012032;16277504;12184815403;4034;52731;0;0;0;0;0;0;0;0;0;0;6588;0.005197907;
22713;5200493;5200363;5796012032;16277504;12184815403;4034;52731;0;0;0;0;0;0;0;0;0;0;6588;0.005203338;
22714;8788401;8788291;5798109184;16277504;12201596175;4035;54591;0;0;0;0;0;0;0;47529;178585;0;6588;0.008791547;
22715;5409485;5409375;5798109184;16277504;12201596303;4035;54591;0;0;0;0;0;0;0;0;0;0;6588;0.00541271;
22716;6742114;6742004;5798109184;16277504;12201596303;4036;53956;0;0;0;0;0;0;0;45375;0;0;6588;0.006745089;
22717;6781508;6781408;5800337408;16277504;12201637519;4036;53956;0;0;0;0;0;0;0;0;211236;0;6588;0.006784343;
22718;5181487;5181377;5800337408;16277504;12201637647;4036;53956;0;0;0;0;0;0;0;0;0;0;6588;0.005184412;
22719;8618722;8618542;5802565632;16277504;12201659215;4037;52877;0;0;0;0;0;0;0;45726;219411;0;6588;0.008621248;
22720;5394757;5394657;5802696704;16277504;12201659279;4037;52877;0;0;0;0;0;0;0;0;0;0;6588;0.005397972;
22721;6751511;6751391;5802696704;16277504;12201659279;4038;52937;0;0;0;0;0;0;0;44794;0;0;6588;0.006754287;
22722;5320016;5319896;5802696704;16277504;12201659279;4038;52937;0;0;0;0;0;0;0;0;0;0;6588;0.005323413;
22723;5189271;5189161;5802696704;16277504;12201659279;4038;52937;0;0;0;0;0;0;0;0;0;0;6588;0.005191786;
22724;6800162;6800062;5802696704;16277504;12201659279;4039;54216;0;0;0;0;0;0;0;46978;0;0;6588;0.006802917;
22725;5267428;5267288;5802696704;16277504;12201659279;4039;54216;0;0;0;0;0;0;0;0;0;0;6588;0.005270675;
22726;5284611;5284429;5802696704;16277504;12201659279;4039;54216;0;0;0;0;0;0;0;0;0;0;6588;0.005287475;
22727;6857600;6857240;5802696704;16277504;12201659279;4040;54038;0;0;0;0;0;0;0;46658;0;0;6588;0.006859844;
22728;5162621;5162431;5803220992;16277504;12201659279;4040;54038;0;0;0;0;0;0;0;0;0;0;6588;0.005165918;
22729;5337951;5337749;5803352064;16277504;12201659279;4040;54038;0;0;0;0;0;0;0;0;0;0;6588;0.005340535;
22730;6903767;6903596;5803614208;16277504;12201659279;4041;49446;0;0;0;0;0;0;0;46417;0;0;6588;0.006906231;
22731;5187838;5187688;5803614208;16277504;12201659279;4041;49446;0;0;0;0;0;0;0;0;0;0;6588;0.005191075;
22732;5147252;5147072;5803614208;16277504;12201659279;4041;49446;0;0;0;0;0;0;0;0;0;0;6588;0.005150048;
22733;8069694;8069583;5805842432;16277504;12201660203;4042;49631;0;0;0;0;0;0;0;45846;152446;0;6588;0.008072058;
22734;5455872;5455761;5805842432;16277504;12201660203;4042;49631;0;0;0;0;0;0;0;0;0;0;6588;0.005459327;
22735;6792157;6792047;5805973504;16277504;12201660203;4043;49481;0;0;0;0;0;0;0;46137;0;0;6588;0.006794642;
22736;7035754;7035654;5808201728;16277504;12218438147;4043;49481;0;0;0;0;0;0;0;0;160742;0;6588;0.00703867;
22737;5365572;5365362;5808201728;16277504;12218438275;4043;49481;0;0;0;0;0;0;0;0;0;0;6588;0.005368257;
22738;6888087;6887977;5808201728;16277504;12218438275;4044;49431;0;0;0;0;0;0;0;46127;0;0;6588;0.006891303;
22739;5276816;5276705;5808201728;16277504;12218437155;4044;49431;0;0;0;0;0;0;0;0;0;0;6588;0.00527923;
22740;5365843;5365733;5808201728;16277504;12218437155;4044;49431;0;0;0;0;0;0;0;0;0;0;6588;0.005368197;
22741;6893737;6893537;5808463872;16277504;12218437155;4045;49485;0;0;0;0;0;0;0;45736;0;0;6588;0.006896043;
22742;5303415;5303235;5808463872;16277504;12218437155;4045;49485;0;0;0;0;0;0;0;0;0;0;6588;0.005306391;
22743;5479315;5479125;5808463872;16277504;12218437155;4045;49485;0;0;0;0;0;0;0;0;0;0;6588;0.00548195;
22744;8404461;8404271;5810692096;16277504;12218438291;4046;52953;0;0;0;0;0;0;0;47870;149591;0;6588;0.008407116;
22745;5527095;5526905;5810692096;16277504;12218438291;4046;52953;0;0;0;0;0;0;0;0;0;0;6588;0.005530591;
22746;6738847;6738737;5810692096;16277504;12218438291;4047;52887;0;0;0;0;0;0;0;48200;0;0;6588;0.006742254;
22747;6820931;6820791;5812920320;16277504;12235223291;4047;52887;0;0;0;0;0;0;0;0;208822;0;6588;0.006824348;
22748;5248743;5248623;5812920320;16277504;12235223291;4047;52887;0;0;0;0;0;0;0;0;0;0;6588;0.005251368;
22749;6834006;6833876;5812920320;16277504;12235189131;4048;52987;0;0;0;0;0;0;0;46047;0;0;6588;0.0068367;
22750;5268059;5267959;5812920320;16277504;12235189131;4048;52987;0;0;0;0;0;0;0;0;0;0;6588;0.005271676;
22751;6903346;6903226;5812920320;16277504;12235189131;4049;53100;0;0;0;0;0;0;0;46176;0;0;6588;0.006906021;
22752;5276385;5276114;5812920320;16277504;12235189131;4049;53100;0;0;0;0;0;0;0;0;0;0;6588;0.005279852;
22753;5103050;5102940;5813051392;16277504;12235189131;4049;53100;0;0;0;0;0;0;0;0;0;0;6588;0.005105825;
22754;6788892;6788781;5813051392;16277504;12235189131;4050;49774;0;0;0;0;0;0;0;46277;0;0;6588;0.006791245;
22755;6503085;6502965;5815148544;16277504;12235216683;4050;49774;0;0;0;0;0;0;0;0;206247;0;6588;0.006506722;
22756;5275934;5275813;5815148544;16277504;12235216811;4050;49774;0;0;0;0;0;0;0;0;0;0;6588;0.00527906;
22757;6821583;6821413;5815148544;16277504;12235216811;4051;49433;0;0;0;0;0;0;0;45867;0;0;6588;0.006823967;
22758;5195504;5195383;5815148544;16277504;12235216811;4051;49433;0;0;0;0;0;0;0;0;0;0;6588;0.005198639;
22759;5319415;5319305;5815148544;16277504;12235216811;4051;49433;0;0;0;0;0;0;0;0;0;0;6588;0.00532205;
22760;6867689;6867579;5815279616;16277504;12235216811;4052;52733;0;0;0;0;0;0;0;47289;0;0;6588;0.006870314;
22761;5249455;5249334;5815279616;16277504;12235216811;4052;52733;0;0;0;0;0;0;0;0;0;0;6588;0.00525223;
22762;5052856;5052716;5815279616;16277504;12235216811;4052;52733;0;0;0;0;0;0;0;0;0;0;6588;0.005056452;
22763;8107113;8106923;5817376768;16277504;12235224819;4053;53265;0;0;0;0;0;0;0;47048;180118;0;6588;0.008109788;
22764;5519671;5519561;5817376768;16277504;12235224947;4053;53265;0;0;0;0;0;0;0;0;0;0;6588;0.005523078;
22765;6814449;6814339;5817376768;16277504;12235224947;4054;82;0;0;0;0;0;0;0;45796;0;0;6588;0.006817825;
22766;6725723;6725603;5820391424;16277504;12235228223;4054;82;0;0;0;0;0;0;0;0;168226;0;6588;0.006728548;
22767;5271245;5271135;5820391424;16277504;12235228351;4054;82;0;0;0;0;0;0;0;0;0;0;6588;0.005273931;
22768;6830419;6830298;5820391424;16277504;12235228351;4055;55072;0;0;0;0;0;0;0;46047;0;0;6588;0.006832803;
22769;5275353;5275122;5820653568;16277504;12252005567;4055;55072;0;0;0;0;0;0;0;0;0;0;6588;0.005278319;
22770;5201795;5201694;5820653568;16277504;12252005567;4055;55072;0;0;0;0;0;0;0;0;0;0;6588;0.00520472;
22771;8269688;8269588;5822881792;16277504;12268808683;4056;54366;0;0;0;0;0;0;0;47068;186120;0;6588;0.008272313;
22772;5461352;5461242;5822881792;16277504;12268808683;4056;54366;0;0;0;0;0;0;0;0;0;0;6588;0.005464357;
22773;6818416;6818306;5823012864;16277504;12268808683;4057;49538;0;0;0;0;0;0;0;46057;0;0;6588;0.006821072;
22774;6737464;6737354;5825110016;16277504;12268809439;4057;49538;0;0;0;0;0;0;0;0;195326;0;6588;0.00674012;
22775;5253151;5253041;5825241088;16277504;12268809439;4057;49538;0;0;0;0;0;0;0;0;0;0;6588;0.005255595;
22776;6865625;6865525;5825241088;16277504;12268809439;4058;49551;0;0;0;0;0;0;0;45465;0;0;6588;0.006868361;
22777;6737535;6737434;5827338240;16277504;12268809567;4058;49551;0;0;0;0;0;0;0;0;152496;0;6588;0.006740861;
22778;5223516;5223396;5827338240;16277504;12268809695;4058;49551;0;0;0;0;0;0;0;0;0;0;6588;0.005226401;
22779;8606279;8606069;5829435392;16277504;12268792559;4059;54069;0;0;0;0;0;0;0;46036;164027;0;6588;0.008609114;
22780;5474947;5474807;5829435392;16277504;12268792687;4059;54069;0;0;0;0;0;0;0;0;0;0;6588;0.005478154;
22781;6846219;6846109;5829435392;16277504;12268792687;4060;54632;0;0;0;0;0;0;0;46397;0;0;6588;0.006848873;
22782;6741703;6741593;5831925760;16277504;12268834911;4060;54632;0;0;0;0;0;0;0;0;188614;0;6588;0.006745089;
22783;5252399;5252299;5831925760;16277504;12268835039;4060;54632;0;0;0;0;0;0;0;0;0;0;6588;0.005255556;
22784;8061278;8061077;5834022912;16277504;12268857075;4061;54589;0;0;0;0;0;0;0;46166;199534;0;6588;0.008063722;
22785;5504252;5504132;5834022912;16277504;12268857203;4061;54589;0;0;0;0;0;0;0;0;0;0;6588;0.005507158;
22786;6756510;6756320;5834022912;16277504;12268857203;4062;54259;0;0;0;0;0;0;0;47359;0;0;6588;0.006759656;
22787;6328638;6328518;5836251136;16277504;12285678927;4062;54259;0;0;0;0;0;0;0;0;188413;0;6588;0.006331644;
22788;5192107;5191997;5836251136;16277504;12285678927;4062;54259;0;0;0;0;0;0;0;0;0;0;6588;0.005195312;
22789;9297676;9297546;5838479360;16277504;12285699199;4063;53482;0;0;0;0;0;0;0;45856;184135;0;6588;0.009300542;
22790;5450752;5450642;5838479360;16277504;12285699327;4063;53482;0;0;0;0;0;0;0;0;0;0;6588;0.005454108;
22791;6783792;6783662;5838479360;16277504;12285699327;4064;74;0;0;0;0;0;0;0;44554;0;0;6588;0.006786276;
22792;5193951;5193840;5838610432;16277504;12285699327;4064;74;0;0;0;0;0;0;0;0;0;0;6588;0.005197176;
22793;5326820;5326710;5838610432;16277504;12285699327;4064;74;0;0;0;0;0;0;0;0;0;0;6588;0.005329715;
22794;6844766;6844646;5838610432;16277504;12285699327;4065;54210;0;0;0;0;0;0;0;46738;0;0;6588;0.006847561;
22795;5245718;5245607;5838741504;16277504;12285699327;4065;54210;0;0;0;0;0;0;0;0;0;0;6588;0.005248423;
22796;5298997;5298857;5838741504;16277504;12285699327;4065;54210;0;0;0;0;0;0;0;0;0;0;6588;0.005302063;
22797;6815271;6815151;5838741504;16277504;12285699327;4066;54153;0;0;0;0;0;0;0;46026;0;0;6588;0.006818296;
22798;5266466;5266356;5839396864;16277504;12285699327;4066;54153;0;0;0;0;0;0;0;0;0;0;6588;0.005269322;
22799;5395007;5394897;5839396864;16277504;12285699327;4066;54153;0;0;0;0;0;0;0;0;0;0;6588;0.005397902;
22800;7179043;7178913;5839527936;16277504;12285699327;4067;54050;0;0;0;0;0;0;0;46788;0;0;6588;0.007181367;
22801;5233174;5233054;5839527936;16277504;12285699327;4067;54050;0;0;0;0;0;0;0;0;0;0;6588;0.005237382;
22802;5280984;5280733;5839527936;16277504;12285699327;4067;54050;0;0;0;0;0;0;0;0;0;0;6588;0.005284009;
22803;6828165;6828065;5839527936;16277504;12285699327;4068;52761;0;0;0;0;0;0;0;45977;0;0;6588;0.00683085;
22804;5350113;5350003;5839527936;16277504;12285699327;4068;52761;0;0;0;0;0;0;0;0;0;0;6588;0.005353419;
22805;7039562;7039370;5839527936;16277504;12285699327;4069;53051;0;0;0;0;0;0;0;46387;0;0;6588;0.007042337;
22806;7044160;7044040;5841625088;16277504;12285699327;4069;53051;0;0;0;0;0;0;0;0;194775;0;6588;0.007047877;
22807;5312503;5312392;5841756160;16277504;12285699327;4069;53051;0;0;0;0;0;0;0;0;0;0;6588;0.005315217;
22808;6830229;6830088;5841756160;16277504;12285699327;4070;52992;0;0;0;0;0;0;0;46427;0;0;6588;0.006833144;
22809;5242712;5242582;5841887232;16277504;12285666259;4070;52992;0;0;0;0;0;0;0;0;0;0;6588;0.005245858;
22810;5336788;5336648;5841887232;16277504;12285666259;4070;52992;0;0;0;0;0;0;0;0;0;0;6588;0.005339323;
22811;7045893;7045773;5841887232;16277504;12285666259;4071;52752;0;0;0;0;0;0;0;46838;0;0;6588;0.007048338;
22812;5210271;5210140;5841887232;16277504;12285666259;4071;52752;0;0;0;0;0;0;0;0;0;0;6588;0.005214829;
22813;5213587;5213447;5842018304;16277504;12285666259;4071;52752;0;0;0;0;0;0;0;0;0;0;6588;0.005216422;
22814;8389142;8389032;5844246528;16277504;12285694371;4072;52624;0;0;0;0;0;0;0;46176;205315;0;6588;0.008392288;
22815;5495746;5495636;5844246528;16277504;12285694371;4072;52624;0;0;0;0;0;0;0;0;0;0;6588;0.005498772;
22816;6777170;6777048;5844246528;16277504;12285694371;4073;52973;0;0;0;0;0;0;0;45766;0;0;6588;0.006780235;
22817;5297795;5297685;5844246528;16277504;12285694371;4073;52973;0;0;0;0;0;0;0;0;0;0;6588;0.005301151;
22818;5097670;5097559;5844246528;16277504;12285694371;4073;52973;0;0;0;0;0;0;0;0;0;0;6588;0.005100686;
22819;6860235;6860124;5844246528;16277504;12285668471;4074;52732;0;0;0;0;0;0;0;45906;0;0;6588;0.006862629;
22820;5237071;5236951;5844246528;16277504;12302445687;4074;52732;0;0;0;0;0;0;0;0;0;0;6588;0.005240127;
22821;5271816;5271716;5844246528;16277504;12302445687;4074;52732;0;0;0;0;0;0;0;0;0;0;6588;0.005274692;
22822;6791065;6790965;5844246528;16277504;12302445687;4075;67;0;0;0;0;0;0;0;45987;0;0;6588;0.00679386;
22823;5181657;5181547;5844377600;16277504;12302445687;4075;67;0;0;0;0;0;0;0;0;0;0;6588;0.005184653;
22824;5316250;5316140;5844377600;16277504;12302445687;4075;67;0;0;0;0;0;0;0;0;0;0;6588;0.005319415;
22825;6957808;6957698;5844508672;16277504;12302445687;4076;52826;0;0;0;0;0;0;0;45806;0;0;6588;0.006960674;
22826;5194852;5194742;5844639744;16277504;12302445687;4076;52826;0;0;0;0;0;0;0;0;0;0;6588;0.005198138;
22827;5202937;5202807;5844639744;16277504;12302445687;4076;52826;0;0;0;0;0;0;0;0;0;0;6588;0.005206483;
22828;6947639;6947459;5844770816;16277504;12302445687;4077;52868;0;0;0;0;0;0;0;46397;0;0;6588;0.006950875;
22829;5251358;5251078;5844770816;16277504;12302445687;4077;52868;0;0;0;0;0;0;0;0;0;0;6588;0.005255075;
22830;5270053;5269853;5844770816;16277504;12302445687;4077;52868;0;0;0;0;0;0;0;0;0;0;6588;0.005273149;
22831;8449726;8449616;5847130112;16277504;12319232199;4078;53063;0;0;0;0;0;0;0;46377;191620;0;6588;0.008452571;
22832;5462284;5462163;5847261184;16277504;12319232327;4078;53063;0;0;0;0;0;0;0;0;0;0;6588;0.005465189;
22833;6855166;6855056;5847392256;16277504;12319232327;4079;53076;0;0;0;0;0;0;0;45235;0;0;6588;0.006858181;
22834;6746321;6746201;5849489408;16277504;12319234947;4079;53076;0;0;0;0;0;0;0;0;194555;0;6588;0.006749598;
22835;5207966;5207866;5849489408;16277504;12319234947;4079;53076;0;0;0;0;0;0;0;0;0;0;6588;0.005211062;
22836;8659008;8658908;5851717632;16277504;12319247619;4080;52799;0;0;0;0;0;0;0;46127;188804;0;6588;0.008661433;
22837;5271926;5271816;5851717632;16277504;12319247619;4080;52799;0;0;0;0;0;0;0;0;0;0;6588;0.005275012;
22838;6777550;6777450;5851848704;16277504;12319247619;4081;53073;0;0;0;0;0;0;0;45856;0;0;6588;0.006780415;
22839;7168072;7167932;5853945856;16277504;12319247163;4081;53073;0;0;0;0;0;0;0;0;186350;0;6588;0.00717185;
22840;5150308;5150188;5853945856;16277504;12319247227;4081;53073;0;0;0;0;0;0;0;0;0;0;6588;0.005153173;
22841;6868400;6868230;5853945856;16277504;12319247227;4082;74;0;0;0;0;0;0;0;45485;0;0;6588;0.006870885;
22842;5278960;5278859;5853945856;16277504;12319247227;4082;74;0;0;0;0;0;0;0;0;0;0;6588;0.005281945;
22843;5216553;5216452;5853945856;16277504;12319247227;4082;74;0;0;0;0;0;0;0;0;0;0;6588;0.005219358;
22844;6805492;6805372;5853945856;16277504;12319247227;4083;74;0;0;0;0;0;0;0;46186;0;0;6588;0.006808218;
22845;5308024;5307913;5853945856;16277504;12319247227;4083;74;0;0;0;0;0;0;0;0;0;0;6588;0.00531142;
22846;6951006;6950884;5854076928;16277504;12319247227;4084;52994;0;0;0;0;0;0;0;44864;0;0;6588;0.006954041;
22847;5403734;5403624;5854732288;16277504;12319247227;4084;52994;0;0;0;0;0;0;0;0;0;0;6588;0.005406769;
22848;5256478;5256368;5854863360;16277504;12319247227;4084;52994;0;0;0;0;0;0;0;0;0;0;6588;0.005259353;
22849;7047657;7047456;5854863360;16277504;12319225527;4085;49434;0;0;0;0;0;0;0;45646;0;0;6588;0.007050472;
22850;5245977;5245857;5854994432;16277504;12336002743;4085;49434;0;0;0;0;0;0;0;0;0;0;6588;0.005249785;
22851;5314506;5314376;5854994432;16277504;12336002743;4085;49434;0;0;0;0;0;0;0;0;0;0;6588;0.005317131;
22852;6898476;6898376;5855125504;16277504;12336002743;4086;49431;0;0;0;0;0;0;0;46167;0;0;6588;0.006901613;
22853;6745410;6745290;5857484800;16277504;12352780911;4086;49431;0;0;0;0;0;0;0;0;165932;0;6588;0.006748265;
22854;5256548;5256428;5857484800;16277504;12352780911;4086;49431;0;0;0;0;0;0;0;0;0;0;6588;0.005259693;
22855;8275419;8275319;5859581952;16277504;12352780911;4087;49612;0;0;0;0;0;0;0;45335;170570;0;6588;0.008277964;
22856;5473895;5473785;5859581952;16277504;12352780911;4087;49612;0;0;0;0;0;0;0;0;0;0;6588;0.005477181;
22857;6821182;6821071;5859713024;16277504;12352780911;4088;54100;0;0;0;0;0;0;0;45966;0;0;6588;0.006824198;
22858;6529084;6528974;5861810176;16277504;12352785967;4088;54100;0;0;0;0;0;0;0;0;154149;0;6588;0.00653219;
22859;5171709;5171598;5861810176;16277504;12352785967;4088;54100;0;0;0;0;0;0;0;0;0;0;6588;0.005174623;
22860;6823657;6823547;5861810176;16277504;12352785967;4089;54160;0;0;0;0;0;0;0;46758;0;0;6588;0.006826462;
22861;6921881;6921781;5863907328;16277504;12352827715;4089;54160;0;0;0;0;0;0;0;0;198542;0;6588;0.006924956;
22862;6932260;6932160;5863907328;16277504;12352827715;4090;74;0;0;0;0;0;0;0;45666;0;0;6588;0.006934845;
22863;6914997;6914897;5866004480;16277504;12352827715;4090;74;0;0;0;0;0;0;0;0;189335;0;6588;0.006918094;
22864;5333913;5333802;5866004480;16277504;12352827715;4090;74;0;0;0;0;0;0;0;0;0;0;6588;0.005336628;
22865;6905750;6905630;5866004480;16277504;12352827715;4091;74;0;0;0;0;0;0;0;45485;0;0;6588;0.006908465;
22866;5331989;5331869;5866004480;16277504;12352827715;4091;74;0;0;0;0;0;0;0;0;0;0;6588;0.005335325;
22867;5343170;5343060;5866004480;16277504;12352827715;4091;74;0;0;0;0;0;0;0;0;0;0;6588;0.005346226;
22868;6938442;6938321;5866921984;16277504;12352827715;4092;52798;0;0;0;0;0;0;0;46047;0;0;6588;0.006941227;
22869;5293176;5293056;5867053056;16277504;12352803299;4092;52798;0;0;0;0;0;0;0;0;0;0;6588;0.005296342;
22870;5266156;5266056;5867053056;16277504;12352803299;4092;52798;0;0;0;0;0;0;0;0;0;0;6588;0.005269162;
22871;8351371;8351191;5869281280;16277504;12369604931;4093;54051;0;0;0;0;0;0;0;46837;171882;0;6588;0.008353705;
22872;5276505;5276395;5869281280;16277504;12369604931;4093;54051;0;0;0;0;0;0;0;0;0;0;6588;0.00527915;
22873;6792328;6792217;5869281280;16277504;12369604931;4094;49598;0;0;0;0;0;0;0;45886;0;0;6588;0.006795594;
22874;6893577;6893467;5871509504;16277504;12369624615;4094;49598;0;0;0;0;0;0;0;0;180799;0;6588;0.006896323;
22875;5372255;5372134;5871509504;16277504;12369624743;4094;49598;0;0;0;0;0;0;0;0;0;0;6588;0.00537518;
22876;8754256;8754136;5873606656;16277504;12369626387;4095;76;0;0;0;0;0;0;0;47910;154029;0;6588;0.008756881;
22877;5729174;5729054;5873606656;16277504;12369626387;4095;76;0;0;0;0;0;0;0;0;0;0;6588;0.005732801;
22878;7167872;7167731;5873606656;16277504;12369626387;4096;49425;0;0;0;0;0;0;0;45585;0;0;6588;0.007170577;
22879;5261767;5261637;5873737728;16277504;12369617455;4096;49425;0;0;0;0;0;0;0;0;0;0;6588;0.005265935;
22880;5421838;5421737;5873737728;16277504;12369617455;4096;49425;0;0;0;0;0;0;0;0;0;0;6588;0.005424192;
22881;8598134;8597934;5875965952;16277504;12369619023;4097;53008;0;0;0;0;0;0;0;46757;149029;0;6588;0.008600539;
22882;5609569;5609399;5875965952;16277504;12369619151;4097;53008;0;0;0;0;0;0;0;0;0;0;6588;0.005612856;
22883;6816933;6816773;5875965952;16277504;12369619151;4098;52741;0;0;0;0;0;0;0;45024;0;0;6588;0.00682027;
22884;6536528;6536367;5878063104;16277504;12369648243;4098;52741;0;0;0;0;0;0;0;0;198242;0;6588;0.006539052;
22885;5232282;5232101;5878063104;16277504;12369648243;4098;52741;0;0;0;0;0;0;0;0;0;0;6588;0.005235208;
22886;6956195;6956015;5878063104;16277504;12369648243;4099;52764;0;0;0;0;0;0;0;45715;0;0;6588;0.00695887;
22887;5314586;5314406;5878063104;16277504;12386425459;4099;52764;0;0;0;0;0;0;0;0;0;0;6588;0.005317402;
22888;5329975;5329775;5878063104;16277504;12386425459;4099;52764;0;0;0;0;0;0;0;0;0;0;6588;0.00533264;
22889;6898066;6897956;5878063104;16277504;12386395051;4100;49466;0;0;0;0;0;0;0;46557;0;0;6588;0.006901122;
22890;5309276;5309176;5878194176;16277504;12386395051;4100;49466;0;0;0;0;0;0;0;0;0;0;6588;0.005312222;
22891;5245397;5245287;5878194176;16277504;12386395051;4100;49466;0;0;0;0;0;0;0;0;0;0;6588;0.005247991;
22892;6981703;6981593;5878325248;16277504;12386395051;4101;49434;0;0;0;0;0;0;0;47048;0;0;6588;0.006984107;
22893;5321178;5321068;5878325248;16277504;12386395051;4101;49434;0;0;0;0;0;0;0;0;0;0;6588;0.005323844;
22894;7001630;7001520;5878456320;16277504;12386395051;4102;55309;0;0;0;0;0;0;0;45846;0;0;6588;0.007004666;
22895;5364029;5363929;5878456320;16277504;12386395051;4102;55309;0;0;0;0;0;0;0;0;0;0;6588;0.005367005;
22896;5289840;5289720;5878456320;16277504;12386395051;4102;55309;0;0;0;0;0;0;0;0;0;0;6588;0.005292866;
22897;6910069;6909938;5878456320;16277504;12386395051;4103;49425;0;0;0;0;0;0;0;46117;0;0;6588;0.006913003;
22898;6580200;6580070;5880684544;16277504;12386443003;4103;49425;0;0;0;0;0;0;0;0;207018;0;6588;0.006583206;
22899;5285933;5285823;5880684544;16277504;12386443003;4103;49425;0;0;0;0;0;0;0;0;0;0;6588;0.005288928;
22900;6858532;6858372;5880684544;16277504;12386443003;4104;54172;0;0;0;0;0;0;0;45997;0;0;6588;0.006861117;
22901;5341738;5341587;5880815616;16277504;12386443003;4104;54172;0;0;0;0;0;0;0;0;0;0;6588;0.005345023;
22902;5247881;5247771;5880815616;16277504;12386443003;4104;54172;0;0;0;0;0;0;0;0;0;0;6588;0.005251058;
22903;8449525;8449335;5883043840;16277504;12386464899;4105;49553;0;0;0;0;0;0;0;47158;203020;0;6588;0.008452691;
22904;5527455;5527355;5883043840;16277504;12386465027;4105;49553;0;0;0;0;0;0;0;0;0;0;6588;0.005530762;
22905;6841210;6841099;5883043840;16277504;12386465027;4106;54158;0;0;0;0;0;0;0;45635;0;0;6588;0.006844365;
22906;5323904;5323793;5883043840;16277504;12386465027;4106;54158;0;0;0;0;0;0;0;0;0;0;6588;0.00532712;
22907;5207215;5207104;5883043840;16277504;12386465027;4106;54158;0;0;0;0;0;0;0;0;0;0;6588;0.00520988;
22908;6909878;6909768;5883043840;16277504;12386465027;4107;53891;0;0;0;0;0;0;0;46427;0;0;6588;0.006912373;
22909;5321139;5321009;5883043840;16277504;12386465027;4107;53891;0;0;0;0;0;0;0;0;0;0;6588;0.005324515;
22910;5393614;5393434;5883043840;16277504;12386465027;4107;53891;0;0;0;0;0;0;0;0;0;0;6588;0.005396229;
22911;6863491;6863360;5883043840;16277504;12386465027;4108;52681;0;0;0;0;0;0;0;46307;0;0;6588;0.006866517;
22912;5302854;5302744;5883043840;16277504;12386465027;4108;52681;0;0;0;0;0;0;0;0;0;0;6588;0.005306151;
22913;5239536;5239426;5883043840;16277504;12386465027;4108;52681;0;0;0;0;0;0;0;0;0;0;6588;0.00524206;
