
07-15 17:09:58.798  7945  7975 I Unity   : [STATISTIC]Frame Number;Main Thread;PlayerLoop;System Used Memory;GC Reserved Memory;Total Reserved Memory;GameServer Opencraft.Terrain.TerrainGenerationSystem;GameServer Opencraft.Terrain.TerrainToSpawn;GameServer Opencraft.Terrain.TerrainStructuresSystem;terrainMeshingSys;GameClient Opencraft.Player.PlayerMovementSystem;GameServer Opencraft.Player.PlayerMovementSystem;ServerFixedUpdate;SetAreaNeighborsJob (Burst);SetAreaNeighborsJob;GhostUpdateSystem:UpdateJob (Burst);GhostUpdateJobCustom;GhostUpdateSystem:UpdateJob;Idle;OculusRuntime.WaitToBeginFrame;GameClient Unity.Entities.SimulationSystemGroup;GameServer Unity.Entities.SimulationSystemGroup;UnityEngine.CoreModule.dll!::UpdateFunction.Invoke() [Invoke];PostLateUpdate.FinishFrameRendering;Number of Terrain Areas (Client);Number of Terrain Areas (Server);dtime;
07-15 17:10:35.266  7945  7975 I Unity   : [STATISTIC]2850;15124479;15124219;3084132352;15982592;4827360263;0;0;0;0;339427;0;303177;0;0;0;6281395;0;0;75937;8203437;0;0;2337552;1040;27;0.01513292;
07-15 17:10:35.282  7945  7975 I Unity   : [STATISTIC]2851;15453177;15452760;3084132352;15982592;4827360263;0;0;0;0;286354;0;319531;0;0;0;7231715;0;0;67135;8556718;0;0;2212656;1040;27;0.01546437;
07-15 17:10:35.297  7945  7975 I Unity   : [STATISTIC]2852;15105730;15105260;3084132352;15982592;4827360263;0;0;0;0;265781;0;317187;0;0;0;0;0;7124010;74010;8661614;0;0;2017344;1040;27;0.01511818;
07-15 17:10:35.311  7945  7975 I Unity   : [STATISTIC]2853;14025886;14025416;3086245888;15982592;4844189183;0;0;0;288177;276979;0;341094;0;0;0;4495303;0;0;63021;7285833;0;0;2141719;1041;27;0.01403224;
07-15 17:10:35.325  7945  7975 I Unity   : [STATISTIC]2854;13812187;13811719;3086245888;15982592;4844189183;0;0;0;0;336094;0;416928;0;0;0;4911086;0;0;70313;6593021;0;0;2006458;1041;27;0.0138187;
07-15 17:10:35.337  7945  7975 I Unity   : [STATISTIC]2855;12745000;12744584;3086245888;15982592;4844189183;0;0;0;0;425365;0;0;0;0;0;4705621;0;0;66718;6121511;0;0;2129895;1041;27;0.01275901;
07-15 17:10:35.350  7945  7975 I Unity   : [STATISTIC]2856;13037813;13037396;3086245888;15982592;4844189183;0;0;0;0;333021;0;356354;0;0;0;4972296;0;0;76302;6183490;0;0;2274584;1041;27;0.01304729;
07-15 17:10:35.365  7945  7975 I Unity   : [STATISTIC]2857;14736511;14736093;3086364672;15982592;4844189183;0;0;0;0;312864;0;420365;0;0;0;5820706;0;0;71354;7603177;0;0;2433177;1041;27;0.01474703;
07-15 17:10:35.379  7945  7975 I Unity   : [STATISTIC]2858;13918073;13917709;3086401536;15982592;4844189183;0;0;0;0;302656;0;342709;0;0;0;5173282;0;0;75833;6902968;0;0;2349531;1041;27;0.01392703;
07-15 17:10:35.394  7945  7975 I Unity   : [STATISTIC]2859;14960469;14960156;3086401536;15982592;4844189183;0;0;0;0;298490;0;388906;0;0;0;0;0;6874271;68282;8473386;0;0;2105521;1041;27;0.01497412;
07-15 17:10:35.407  7945  7975 I Unity   : [STATISTIC]2860;13357448;13357084;3086401536;15982592;4844189183;0;0;0;0;200625;0;358021;0;0;0;5257177;0;0;67709;6888542;0;0;1963541;1041;27;0.01336557;
07-15 17:10:35.421  7945  7975 I Unity   : [STATISTIC]2861;13104687;13104167;3086409728;15982592;4844189183;0;0;0;0;198073;0;0;0;0;0;5497127;0;0;70782;6657083;0;0;2219895;1041;27;0.01311109;
07-15 17:10:35.435  7945  7975 I Unity   : [STATISTIC]2862;14338750;14338281;3086409728;15982592;4844189183;0;0;0;0;296094;0;319844;0;0;0;5658443;0;0;80364;7343645;0;0;2374636;1041;27;0.01435141;
07-15 17:10:35.450  7945  7975 I Unity   : [STATISTIC]2863;15034375;15033855;3088543744;15982592;4844212787;0;0;0;254271;281042;0;425156;0;0;0;4792131;0;0;86771;7701042;0;0;2123959;1042;27;0.01504588;
07-15 17:10:35.464  7945  7975 I Unity   : [STATISTIC]2864;14405261;14404791;3090632704;15982592;4844249519;0;0;0;367656;271562;0;548490;0;0;0;4454939;0;0;66146;7381823;0;0;2062240;1043;27;0.01441453;
07-15 17:10:35.479  7945  7975 I Unity   : [STATISTIC]2865;14484739;14484323;3092852736;15982592;4844270295;0;0;0;267031;326927;0;359948;0;0;0;4411519;0;0;67500;7410417;0;0;2143802;1044;27;0.01449411;
07-15 17:10:35.493  7945  7975 I Unity   : [STATISTIC]2866;13733073;13732552;3092836352;15982592;4844270295;0;0;0;0;296146;0;411041;0;0;0;4664886;0;0;70729;6338594;0;0;2210625;1044;27;0.01374208;
07-15 17:10:35.507  7945  7975 I Unity   : [STATISTIC]2867;14588802;14588385;3094913024;15982592;4861055703;0;0;0;255781;305260;0;400313;0;0;0;4805671;0;0;152916;7231927;0;0;1985521;1045;27;0.0145987;
07-15 17:10:35.522  7945  7975 I Unity   : [STATISTIC]2868;14808021;14807656;3097112576;15982592;4861072087;0;0;0;290468;190000;0;0;0;0;0;4519901;0;0;67708;7706406;0;0;2423750;1046;27;0.01481833;
07-15 17:10:35.535  7945  7975 I Unity   : [STATISTIC]2869;12175157;12174791;3097112576;15982592;4861072087;0;0;0;0;165312;0;438282;0;0;0;4349780;0;0;71458;5565729;0;0;2028282;1046;27;0.01218245;
07-15 17:10:35.549  7945  7975 I Unity   : [STATISTIC]2870;14031979;14031459;3099217920;15982592;4861113223;0;0;0;286250;272135;0;407812;0;0;0;4310300;0;0;653593;6455365;0;0;2016927;1047;27;0.0140425;
07-15 17:10:35.563  7945  7975 I Unity   : [STATISTIC]2871;13198334;13197864;3099217920;15982592;4861113223;0;0;0;0;291095;0;381771;0;0;0;4594277;0;0;696615;5780052;0;0;2014531;1047;27;0.01320802;
07-15 17:10:35.580  7945  7975 I Unity   : [STATISTIC]2872;18880781;18880208;3100073984;15982592;4861129607;0;0;0;270417;371458;0;350886;0;0;0;6232347;0;0;1324271;9640781;0;0;2588750;1048;27;0.01886458;
07-15 17:10:35.594  7945  7975 I Unity   : [STATISTIC]2873;14047240;14046718;3099697152;15982592;4861129607;0;0;0;0;295624;0;351667;0;0;0;5626721;0;0;90625;6992136;0;0;2208385;1048;27;0.01408281;
07-15 17:10:35.608  7945  7975 I Unity   : [STATISTIC]2874;13215052;13214479;3099697152;15982592;4861129607;0;0;0;0;291719;0;385730;0;0;0;4777356;0;0;70520;6383489;0;0;2191927;1048;27;0.0132251;
07-15 17:10:35.620  7945  7975 I Unity   : [STATISTIC]2875;12036771;12036198;3099856896;15982592;4861129607;0;0;0;0;266771;0;0;0;0;0;4414693;0;0;114323;5689687;0;0;2135729;1048;27;0.01204495;
07-15 17:10:35.634  7945  7975 I Unity   : [STATISTIC]2876;14596979;14596615;3101933568;15982592;4861129607;0;0;0;276510;246146;0;357240;0;0;0;4489540;0;0;106042;7272031;0;0;2320156;1049;27;0.0146099;
07-15 17:10:35.656  7945  7975 I Unity   : [STATISTIC]2877;12943959;12943541;3101933568;15982592;4861129607;0;0;0;0;281875;0;406615;0;0;0;4538061;0;0;74375;6174895;0;0;2219479;1049;27;0.01295188;
07-15 17:10:35.675  7945  7975 I Unity   : [STATISTIC]2878;27377240;27376822;3104145408;15982592;4877915015;0;0;0;162760;298229;0;479792;0;0;0;0;0;7216093;8858541;11185833;0;0;2235104;1050;27;0.02738865;
07-15 17:10:35.697  7945  7975 I Unity   : [STATISTIC]2879;14049687;14049271;3104223232;15982592;4877883835;0;0;0;0;556510;0;451354;0;0;0;4852823;0;0;70261;6648281;0;0;2539635;1050;27;0.01405786;
07-15 17:10:35.714  7945  7975 I Unity   : [STATISTIC]2880;25582292;25581823;3106254848;15982592;4877900219;0;0;0;264948;255677;0;620677;0;0;0;5253631;0;0;8436563;9314063;0;0;2020261;1051;27;0.02559177;
07-15 17:10:35.736  7945  7975 I Unity   : [STATISTIC]2881;13497657;13497187;3106254848;15982592;4877900219;0;0;0;0;285052;0;599584;0;0;0;4568232;0;0;72136;6360781;0;0;2165572;1051;27;0.01350542;
07-15 17:10:35.754  7945  7975 I Unity   : [STATISTIC]2882;25717448;25717031;3106254848;15982592;4877900219;0;0;0;0;320521;0;726979;0;0;0;7947231;0;0;8240365;10096562;0;0;2077188;1051;27;0.02572734;
07-15 17:10:35.769  7945  7975 I Unity   : [STATISTIC]2883;15337187;15336563;3108327424;15982592;4877900219;0;0;0;308438;377605;0;410990;0;0;0;5409107;0;0;69010;8186510;0;0;2099062;1052;27;0.01534536;
07-15 17:10:35.784  7945  7975 I Unity   : [STATISTIC]2884;14921302;14920677;3110801408;15982592;4877917383;0;0;0;308698;275417;0;386979;0;0;0;4559136;0;0;66510;7799375;0;0;2163698;1053;27;0.01493141;
07-15 17:10:35.800  7945  7975 I Unity   : [STATISTIC]2885;15718802;15718333;3112763392;15982592;4877933767;0;0;0;172969;301667;0;347604;0;0;0;4962978;0;0;67969;8093386;0;0;2157552;1054;27;0.0157262;
07-15 17:10:35.812  7945  7975 I Unity   : [STATISTIC]2886;12669479;12669167;3112763392;15982592;4877933767;0;0;0;0;320782;0;395261;0;0;0;4373022;0;0;85885;5659792;0;0;1986563;1054;27;0.01268109;
07-15 17:10:35.828  7945  7975 I Unity   : [STATISTIC]2887;13035469;13035104;3112763392;15982592;4877933767;0;0;0;0;181979;0;464063;0;0;0;4781193;0;0;66771;6200156;0;0;1870156;1054;27;0.01304422;
07-15 17:10:35.850  7945  7975 I Unity   : [STATISTIC]2888;15707135;15706667;3112763392;15982592;4877933767;0;0;0;0;298333;0;421407;0;0;0;4535794;0;0;2298281;6278542;0;0;2116094;1054;27;0.0157075;
07-15 17:10:35.865  7945  7975 I Unity   : [STATISTIC]2889;22059375;22058698;3112763392;15982592;4877911983;0;0;0;0;273438;0;0;0;0;0;5112818;0;0;9246875;6781615;0;0;1911407;1054;27;0.02208953;
07-15 17:10:35.880  7945  7975 I Unity   : [STATISTIC]2890;16719323;16718802;3114835968;15982592;4877937059;0;0;0;243593;366145;0;612916;0;0;0;4845850;0;0;1607760;7726719;0;0;2339427;1055;27;0.01672844;
07-15 17:10:35.893  7945  7975 I Unity   : [STATISTIC]2891;13254532;13254166;3114835968;15982592;4877937059;0;0;0;0;290782;0;382292;0;0;0;4740744;0;0;79167;6491770;0;0;2031875;1055;27;0.01326437;
07-15 17:10:35.906  7945  7975 I Unity   : [STATISTIC]2892;12874323;12873802;3114835968;15982592;4877937059;0;0;0;0;206718;0;387552;0;0;0;5340426;0;0;66510;6339010;0;0;2003490;1055;27;0.01288437;
07-15 17:10:35.919  7945  7975 I Unity   : [STATISTIC]2893;13360313;13359895;3114835968;15982592;4877937059;0;0;0;0;293906;0;0;0;0;0;5283910;0;0;66250;6925573;0;0;2209011;1055;27;0.01336755;
07-15 17:10:35.933  7945  7975 I Unity   : [STATISTIC]2894;13329636;13329270;3114835968;15982592;4877908847;0;0;0;0;290261;0;393073;0;0;0;4905271;0;0;88958;6623073;0;0;2017761;1055;27;0.0133412;
07-15 17:10:35.947  7945  7975 I Unity   : [STATISTIC]2895;13156875;13156355;3114835968;15982592;4877908847;0;0;0;0;335365;0;358646;0;0;0;4642922;0;0;638489;6060052;0;0;1932865;1055;27;0.01316766;
07-15 17:10:35.961  7945  7975 I Unity   : [STATISTIC]2896;13628750;13628177;3114905600;15982592;4877908847;0;0;0;0;294949;0;387969;0;0;0;4690584;0;0;1118594;5892240;0;0;2121250;1055;27;0.0136388;
07-15 17:10:35.976  7945  7975 I Unity   : [STATISTIC]2897;16855469;16855104;3117010944;15982592;4877968715;0;0;0;241302;196302;0;372656;0;0;0;5055675;0;0;2044948;7679063;0;0;2278802;1056;27;0.01686583;
07-15 17:10:35.992  7945  7975 I Unity   : [STATISTIC]2898;15280208;15279792;3116986368;15982592;4877968715;0;0;0;0;230521;0;384792;0;0;0;0;0;6859427;76563;8456614;0;0;2209062;1056;27;0.01529318;
07-15 17:10:36.005  7945  7975 I Unity   : [STATISTIC]2899;13903854;13903489;3117096960;15982592;4877968715;0;0;0;0;213854;0;0;0;0;0;5467751;0;0;77187;7098125;0;0;2081198;1056;27;0.01391042;
07-15 17:10:36.022  7945  7975 I Unity   : [STATISTIC]2900;16049375;16048802;3119226880;15982592;4894770507;0;0;0;218281;314844;0;587968;0;0;0;5984372;0;0;79063;8570677;0;0;2196146;1057;27;0.01605083;
07-15 17:10:36.036  7945  7975 I Unity   : [STATISTIC]2901;14469740;14469270;3119226880;15982592;4894770507;0;0;0;0;620469;0;466875;0;0;0;5526727;0;0;70781;7482083;0;0;2372344;1057;27;0.01453401;
07-15 17:10:36.050  7945  7975 I Unity   : [STATISTIC]2902;14206198;14205781;3119226880;15982592;4894770507;0;0;0;0;304635;0;386927;0;0;0;5204275;0;0;71614;6997552;0;0;2445000;1057;27;0.01421484;
07-15 17:10:36.065  7945  7975 I Unity   : [STATISTIC]2903;14516198;14515781;3119226880;15982592;4894770507;0;0;0;0;322240;0;471771;0;0;0;5391545;0;0;76041;6752709;0;0;2774583;1057;27;0.01452589;
07-15 17:10:36.079  7945  7975 I Unity   : [STATISTIC]2904;14366510;14366041;3119226880;15982592;4894770507;0;0;0;0;259531;0;350313;0;0;0;4839641;0;0;81406;6507239;0;0;2960573;1057;27;0.01437443;
07-15 17:10:36.097  7945  7975 I Unity   : [STATISTIC]2905;17617969;17617500;3118739456;15982592;4894770507;0;0;0;0;351511;0;371666;0;0;0;5633713;0;1104270;91823;7504218;0;0;4154688;1057;27;0.01763094;
07-15 17:10:36.110  7945  7975 I Unity   : [STATISTIC]2906;13035625;13035208;3118739456;15982592;4894770507;0;0;0;0;320365;0;367396;0;0;0;4352803;0;0;68803;5972708;0;0;2275313;1057;27;0.01304443;
07-15 17:10:36.124  7945  7975 I Unity   : [STATISTIC]2907;13802344;13801875;3118739456;15982592;4894770507;0;0;0;0;335886;0;423229;0;0;0;4666498;0;0;73021;6475886;0;0;2358073;1057;27;0.01381516;
07-15 17:10:36.139  7945  7975 I Unity   : [STATISTIC]2908;14887917;14887656;3120881664;15982592;4894824731;0;0;0;319531;336354;0;0;0;0;0;4357561;0;0;70209;7311615;0;0;2661667;1058;27;0.01489802;
07-15 17:10:36.155  7945  7975 I Unity   : [STATISTIC]2909;16214427;16214115;3123085312;15982592;4894857731;0;0;0;411562;222552;0;317031;0;0;0;5199370;0;0;77396;8451979;0;0;2501510;1059;27;0.01622453;
07-15 17:10:36.168  7945  7975 I Unity   : [STATISTIC]2910;13231354;13230834;3123085312;15982592;4894857731;0;0;0;0;224896;0;323281;0;0;0;5161147;0;0;73906;6410052;0;0;2035260;1059;27;0.01324167;
07-15 17:10:36.182  7945  7975 I Unity   : [STATISTIC]2911;13818073;13817604;3123085312;15982592;4894857731;0;0;0;0;364793;0;392448;0;0;0;5094434;0;0;126979;6383437;0;0;2118177;1059;27;0.01383115;
07-15 17:10:36.196  7945  7975 I Unity   : [STATISTIC]2912;14106667;14106250;3123085312;15982592;4894857731;0;0;0;0;428750;0;398386;0;0;0;5148172;0;0;79740;7215000;0;0;2022865;1059;27;0.01411859;
07-15 17:10:36.210  7945  7975 I Unity   : [STATISTIC]2913;13760989;13760573;3123085312;15982592;4894857731;0;0;0;0;359323;0;410417;0;0;0;5139093;0;0;74115;7072864;0;0;1996198;1059;27;0.01376995;
07-15 17:10:36.224  7945  7975 I Unity   : [STATISTIC]2914;13851093;13850677;3123085312;15982592;4894857731;0;0;0;0;213750;0;430312;0;0;0;5191150;0;0;77656;6775677;0;0;2366042;1059;27;0.01386083;
07-15 17:10:36.240  7945  7975 I Unity   : [STATISTIC]2915;16417188;16416875;3125420032;15982592;4894857731;0;0;0;347760;316406;0;0;0;0;0;6243060;0;0;75677;9456771;0;0;2288125;1060;27;0.01642146;
07-15 17:10:36.254  7945  7975 I Unity   : [STATISTIC]2916;13366666;13366302;3125420032;15982592;4894857731;0;0;0;0;317292;0;365938;0;0;0;5425581;0;0;81094;6681771;0;0;2102448;1060;27;0.01338219;
07-15 17:10:36.267  7945  7975 I Unity   : [STATISTIC]2917;13922657;13921927;3125411840;15982592;4894857731;0;0;0;0;309792;0;348594;0;0;0;5290442;0;0;116667;7026719;0;0;2129219;1060;27;0.01393266;
07-15 17:10:36.282  7945  7975 I Unity   : [STATISTIC]2918;14765000;14764531;3125456896;15982592;4894857731;0;0;0;0;304531;0;400729;0;0;0;5863487;0;0;67500;7601302;0;0;2362448;1060;27;0.01477563;
07-15 17:10:36.296  7945  7975 I Unity   : [STATISTIC]2919;13860052;13859583;3125456896;15982592;4894824871;0;0;0;0;303490;0;354010;0;0;0;5506690;0;0;77188;7144896;0;0;2117291;1060;27;0.01387036;
07-15 17:10:36.310  7945  7975 I Unity   : [STATISTIC]2920;13600833;13600417;3125456896;15982592;4894824871;0;0;0;0;185833;0;426615;0;0;0;5158082;0;0;75209;6801094;0;0;2177656;1060;27;0.01361021;
07-15 17:10:36.323  7945  7975 I Unity   : [STATISTIC]2921;13723177;13722761;3125456896;15982592;4894824871;0;0;0;0;339585;0;353750;0;0;0;5138816;0;0;73854;6891718;0;0;2116979;1060;27;0.01373359;
07-15 17:10:36.339  7945  7975 I Unity   : [STATISTIC]2922;15563333;15562916;3125555200;15982592;4911602087;0;0;0;0;383229;0;0;0;0;0;0;0;6968489;70886;8932813;0;0;2412656;1060;27;0.01557792;
07-15 17:10:36.355  7945  7975 I Unity   : [STATISTIC]2923;16014271;16013854;3127656448;15982592;4911626663;0;0;0;202761;513697;0;369688;0;0;0;5300631;0;0;74896;8569375;0;0;2272864;1061;27;0.01602073;
07-15 17:10:36.373  7945  7975 I Unity   : [STATISTIC]2924;17577760;17577292;3128623104;15982592;4911651239;0;0;0;220990;344740;0;408072;0;0;0;6401143;0;0;71667;9817865;0;0;2321771;1062;27;0.01758807;
07-15 17:10:36.387  7945  7975 I Unity   : [STATISTIC]2925;14677969;14677552;3130703872;15982592;4911651239;0;0;0;179792;315416;0;365000;0;0;0;4491204;0;0;72240;7262604;0;0;2271875;1063;27;0.01468838;
07-15 17:10:36.403  7945  7975 I Unity   : [STATISTIC]2926;15519792;15519323;3132735488;15982592;4911651239;0;0;0;168334;271927;0;460782;0;0;0;4686925;0;0;67135;8030521;0;0;2092500;1064;27;0.01552807;
07-15 17:10:36.415  7945  7975 I Unity   : [STATISTIC]2927;12279323;12278958;3132735488;15982592;4911651239;0;0;0;0;460261;0;366511;0;0;0;4255678;0;0;69427;5762865;0;0;2021875;1064;27;0.0122887;
07-15 17:10:36.428  7945  7975 I Unity   : [STATISTIC]2928;12462604;12462083;3132866560;15982592;4911651239;0;0;0;0;286510;0;368177;0;0;0;4226239;0;0;64843;5833593;0;0;2088073;1064;27;0.01246599;
07-15 17:10:36.442  7945  7975 I Unity   : [STATISTIC]2929;14122969;14122500;3132866560;15982592;4911651239;0;0;0;0;196042;0;307344;0;0;0;4894216;0;0;93437;6624584;0;0;2392500;1064;27;0.01414344;
07-15 17:10:36.455  7945  7975 I Unity   : [STATISTIC]2930;13578333;13577760;3132874752;15982592;4911651239;0;0;0;0;177552;0;364583;0;0;0;4938864;0;0;73646;6407292;0;0;2207136;1064;27;0.01358479;
07-15 17:10:36.470  7945  7975 I Unity   : [STATISTIC]2931;14421667;14421146;3135148032;15982592;4928453031;0;0;0;164531;276771;0;0;0;0;0;4683786;0;0;74063;7498177;0;0;2288490;1065;27;0.01444458;
07-15 17:10:36.485  7945  7975 I Unity   : [STATISTIC]2932;14859947;14859479;3137171456;15982592;4928491983;0;0;0;394323;368802;0;358594;0;0;0;4361555;0;0;74740;7664011;0;0;2232448;1066;27;0.01487083;
07-15 17:10:36.502  7945  7975 I Unity   : [STATISTIC]2933;17059844;17059323;3139227648;15982592;4928508367;0;0;0;173229;326146;0;378385;0;0;0;0;0;6935312;68750;10005625;0;0;2066406;1067;27;0.01707193;
07-15 17:10:36.517  7945  7975 I Unity   : [STATISTIC]2934;15135938;15135572;3141255168;15982592;4928508367;0;0;0;341250;291614;0;366614;0;0;0;5056313;0;0;62864;8216927;0;0;2134479;1068;27;0.0151438;
07-15 17:10:36.530  7945  7975 I Unity   : [STATISTIC]2935;13609063;13608490;3141369856;15982592;4928508367;0;0;0;0;317709;0;349896;0;0;0;4860491;0;0;64375;6650885;0;0;2119896;1068;27;0.01361505;
07-15 17:10:36.544  7945  7975 I Unity   : [STATISTIC]2936;13486979;13486510;3141369856;15982592;4928508367;0;0;0;0;305574;0;329948;0;0;0;5121608;0;0;61146;6968490;0;0;2047656;1068;27;0.01349896;
07-15 17:10:36.557  7945  7975 I Unity   : [STATISTIC]2937;13087291;13087031;3141369856;15982592;4928508367;0;0;0;0;334948;0;370833;0;0;0;4791788;0;0;60938;6503073;0;0;2067604;1068;27;0.01309865;
07-15 17:10:36.571  7945  7975 I Unity   : [STATISTIC]2938;14330573;14330052;3143872512;15982592;4928557551;0;0;0;294896;325521;0;0;0;0;0;4881832;0;0;77969;7721614;0;0;2153177;1069;27;0.01434068;
07-15 17:10:36.586  7945  7975 I Unity   : [STATISTIC]2939;13120937;13120521;3143872512;15982592;4928557551;0;0;0;0;294323;0;401823;0;0;0;4729381;0;0;63386;6493906;0;0;1951563;1069;27;0.01313021;
07-15 17:10:36.599  7945  7975 I Unity   : [STATISTIC]2940;14697447;14696875;3143872512;15982592;4928557551;0;0;0;0;208803;0;349323;0;0;0;4804738;0;0;1287292;6810781;0;0;2107396;1069;27;0.01470641;
07-15 17:10:36.614  7945  7975 I Unity   : [STATISTIC]2941;14462500;14462188;3146158080;15982592;4928591643;0;0;0;249948;289844;0;370104;0;0;0;4813744;0;0;70208;7160156;0;0;2141198;1070;27;0.01447349;
07-15 17:10:36.630  7945  7975 I Unity   : [STATISTIC]2942;16058802;16058333;3148185600;15982592;4945396159;0;0;0;367396;206823;0;410729;0;0;0;4917646;0;0;630209;8138333;0;0;2254270;1071;27;0.01607062;
07-15 17:10:36.645  7945  7975 I Unity   : [STATISTIC]2943;15407291;15406875;3150143488;15982592;4945420735;0;0;0;197500;299167;0;353177;0;0;0;5125876;0;0;73385;8509271;0;0;2004531;1072;27;0.01541729;
07-15 17:10:36.662  7945  7975 I Unity   : [STATISTIC]2944;16421406;16420885;3152347136;15982592;4962197951;0;0;0;216094;287135;0;419739;0;0;0;0;0;6438281;66719;9379323;0;0;2085937;1073;27;0.01642875;
07-15 17:10:36.675  7945  7975 I Unity   : [STATISTIC]2945;12979218;12978698;3152347136;15982592;4962197951;0;0;0;0;310677;0;433855;0;0;0;4375730;0;0;65625;6107656;0;0;2234844;1073;27;0.01302463;
07-15 17:10:36.689  7945  7975 I Unity   : [STATISTIC]2946;14249322;14248906;3154595840;15982592;4962229943;0;0;0;382344;546406;0;0;0;0;0;4572504;0;0;66718;7354010;0;0;2255000;1074;27;0.01425901;
07-15 17:10:36.703  7945  7975 I Unity   : [STATISTIC]2947;14685625;14685260;3156738048;15982592;4962254519;0;0;0;259010;300468;0;333125;0;0;0;4708754;0;0;71250;7421667;0;0;2267813;1075;27;0.01469036;
07-15 17:10:36.719  7945  7975 I Unity   : [STATISTIC]2948;14814480;14814010;3158835200;15982592;4962282395;0;0;0;496458;255937;0;417812;0;0;0;4374893;0;0;79427;7365938;0;0;2173282;1076;27;0.01482865;
07-15 17:10:36.731  7945  7975 I Unity   : [STATISTIC]2949;12504166;12503698;3158835200;15982592;4962282395;0;0;0;0;290833;0;334427;0;0;0;4544317;0;0;91823;5803906;0;0;2106823;1076;27;0.01251557;
07-15 17:10:36.744  7945  7975 I Unity   : [STATISTIC]2950;12961355;12960937;3158835200;15982592;4962282395;0;0;0;0;286718;0;465521;0;0;0;4478759;0;0;98958;6105937;0;0;2089791;1076;27;0.01297286;
07-15 17:10:36.757  7945  7975 I Unity   : [STATISTIC]2951;12232760;12232292;3158835200;15982592;4962282395;0;0;0;0;195364;0;346979;0;0;0;4512453;0;0;63021;5622343;0;0;1977865;1076;27;0.01224136;
07-15 17:10:36.770  7945  7975 I Unity   : [STATISTIC]2952;12761667;12761250;3158835200;15982592;4962282395;0;0;0;0;174635;0;0;0;0;0;4724446;0;0;399427;6136719;0;0;1971979;1076;27;0.01277141;
07-15 17:10:36.795  7945  7975 I Unity   : [STATISTIC]2953;14642760;14642344;3158835200;15982592;4962282395;0;0;0;0;294428;0;369531;0;0;0;4668492;0;0;1538802;6457448;0;0;1926302;1076;27;0.01465161;
07-15 17:10:36.811  7945  7975 I Unity   : [STATISTIC]2954;27721355;27720885;3158921216;15982592;4962282395;0;0;0;0;288124;0;717395;0;0;0;6133795;0;0;11777916;8239219;0;0;2018229;1076;27;0.02773;
07-15 17:10:36.837  7945  7975 I Unity   : [STATISTIC]2955;16766458;16765990;3163447296;15982592;4962339739;0;0;0;407032;433229;0;619011;0;0;0;4699889;0;0;67708;8872708;0;0;2423386;1078;27;0.01677651;
07-15 17:10:36.851  7945  7975 I Unity   : [STATISTIC]2956;22541927;22541615;3163664384;15982592;4962339739;0;0;0;0;333177;0;407031;0;0;0;5081881;0;0;8382604;6831719;0;0;2310834;1078;27;0.02255088;
07-15 17:10:36.864  7945  7975 I Unity   : [STATISTIC]2957;13376354;13375938;3163664384;15982592;4962339739;0;0;0;0;268229;0;381667;0;0;0;5607338;0;0;69479;6792344;0;0;2065260;1078;27;0.01338656;
07-15 17:10:36.878  7945  7975 I Unity   : [STATISTIC]2958;13599271;13598750;3163664384;15982592;4962339739;0;0;0;0;299583;0;378906;0;0;0;5279899;0;0;65573;6913229;0;0;2084115;1078;27;0.01360703;
07-15 17:10:36.891  7945  7975 I Unity   : [STATISTIC]2959;13631562;13631198;3163664384;15982592;4962339739;0;0;0;0;192239;0;414323;0;0;0;5389596;0;0;64063;6950833;0;0;2099167;1078;27;0.0136625;
07-15 17:10:36.904  7945  7975 I Unity   : [STATISTIC]2960;12884792;12884271;3163664384;15982592;4962339739;0;0;0;0;412448;0;0;0;0;0;4946980;0;0;61093;6736145;0;0;1975729;1078;27;0.01292057;
07-15 17:10:36.917  7945  7975 I Unity   : [STATISTIC]2961;13066614;13066198;3163664384;15982592;4962339739;0;0;0;0;291771;0;345781;0;0;0;4840375;0;0;74323;6255834;0;0;1982761;1078;27;0.01307635;
07-15 17:10:36.930  7945  7975 I Unity   : [STATISTIC]2962;13128594;13128229;3163664384;15982592;4962339739;0;0;0;0;327655;0;418437;0;0;0;4603889;0;0;94948;6364896;0;0;2032864;1078;27;0.0131388;
07-15 17:10:36.947  7945  7975 I Unity   : [STATISTIC]2963;13317500;13316875;3163664384;15982592;4962339739;0;0;0;0;292656;0;371979;0;0;0;4751779;0;0;68958;6494896;0;0;1977500;1078;27;0.01332599;
07-15 17:10:36.961  7945  7975 I Unity   : [STATISTIC]2964;17175521;17174843;3163664384;15982592;4962339739;0;0;0;0;193750;0;418907;0;0;0;5017710;0;0;3831197;6445729;0;0;2182969;1078;27;0.01718562;
07-15 17:10:36.975  7945  7975 I Unity   : [STATISTIC]2965;13879896;13879531;3163664384;15982592;4962339739;0;0;0;0;300208;0;379375;0;0;0;5077120;0;0;475677;6830052;0;0;2066927;1078;27;0.01389234;
07-15 17:10:36.990  7945  7975 I Unity   : [STATISTIC]2966;12934947;12934531;3163901952;15982592;4979116955;0;0;0;0;309791;0;0;0;0;0;4787247;0;0;107395;6718750;0;0;2032031;1078;27;0.01294594;
07-15 17:10:37.004  7945  7975 I Unity   : [STATISTIC]2967;15031042;15030625;3163901952;15982592;4979116955;0;0;0;0;306147;0;363542;0;0;0;5051506;0;0;1873385;6452813;0;0;2093333;1078;27;0.01504099;
