Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,NFE Snapshot Tick,NFE Snapshot Size (bits),NFE RTT,NFE Jitter,Multiplay FPS,Multiplay BitRate In,Multiplay BitRate Out,Multiplay RTT(ms),Multiplay PacketLoss,Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server),Number of Terrain Areas (Client),dtime,
279,13009114,1066012672,14188544,1791135291,2622,49471,45,17,0,0,0,0,0,27,1,0,130,1,
280,15240260,1066012672,14188544,1791135291,2622,49471,45,17,0,0,0,0,0,27,1,0,130,2,
281,14656719,1066012672,14188544,1791135291,2622,49471,45,17,0,0,0,0,0,27,1,0,130,1,
282,14243803,1066012672,14188544,1791135291,2627,52791,62,20,0,0,0,0,0,27,1,0,130,1,
283,14858855,1068277760,14188544,1791143483,2628,54562,60,18,0,0,0,0,0,27,1,0,131,1,
284,13190677,1070481408,14188544,1791169543,2629,53272,59,16,0,0,0,0,0,27,1,0,132,1,
285,13349531,1072525312,14188544,1791177735,2631,133,52,20,0,0,0,0,0,27,1,0,133,1,
286,11261667,1072525312,14188544,1791177735,2631,133,52,20,0,0,0,0,0,27,1,0,133,1,
287,14320573,1072525312,14188544,1791177735,2631,133,52,20,0,0,0,0,0,27,1,0,133,1,
288,15583646,1072525312,14188544,1807954951,2632,54513,47,23,0,0,0,0,0,27,1,0,133,2,
289,14546406,1074606080,14188544,1807960843,2633,53960,45,21,0,0,0,0,0,27,1,0,134,1,
290,15024531,1077002240,14188544,1807988159,2633,53960,45,21,0,0,0,0,0,27,1,0,135,2,
291,10053646,1077002240,14188544,1807988159,2633,53960,45,21,0,0,0,0,0,27,1,0,135,1,
292,17148542,1077002240,14188544,1807988159,2633,53960,45,21,0,0,0,0,0,27,1,0,135,2,
293,11848489,1077002240,14188544,1807988159,2633,53960,45,21,0,0,0,0,0,27,1,0,135,1,
294,13867812,1077002240,14188544,1807964639,2633,53960,45,21,0,0,0,0,0,27,1,0,135,1,
295,14418490,1077002240,14188544,1807964639,2633,53960,45,21,0,0,0,0,0,27,1,0,135,1,
296,16218593,1079238656,14188544,1807991955,2633,53960,45,21,0,0,0,0,0,27,1,0,136,2,
297,10907760,1079238656,14188544,1807991955,2634,53900,56,34,0,0,0,0,0,27,1,0,136,1,
298,13611875,1079296000,14188544,1807991955,2640,54515,71,25,0,0,0,0,0,27,1,0,136,1,
299,15689636,1081532416,14188544,1824829163,2641,54513,66,27,0,0,0,0,0,27,1,0,137,2,
300,14608333,1084112896,14188544,1824864431,2642,53902,64,25,0,0,0,0,0,27,1,0,138,1,
301,14105156,1086173184,14188544,1824872623,2643,53900,58,28,0,0,0,0,0,27,1,0,139,1,
302,11840209,1088356352,14188544,1824903607,2644,54515,53,30,0,0,0,0,0,27,1,0,140,1,
303,12060521,1088368640,14188544,1824903607,2644,54515,53,30,0,0,0,0,0,27,1,0,140,1,
304,15465416,1090482176,14188544,1824969839,2645,54513,49,29,0,0,0,0,0,27,1,0,141,2,
305,13980885,1092743168,14188544,1841788595,2646,53902,47,26,0,0,0,0,0,27,1,0,142,1,
306,13954531,1095053312,14188544,1841803091,2647,53900,44,23,0,0,0,0,0,27,1,0,143,1,
307,14262708,1097277440,14188544,1841840411,2648,53902,43,20,0,0,0,0,0,27,1,0,144,1,
308,11287031,1097277440,14188544,1841846747,2648,53902,43,20,0,0,0,0,0,27,1,0,144,1,
309,13865521,1099513856,14188544,1841884099,2649,108415,42,17,0,0,0,0,0,27,1,0,145,1,
310,16049792,1102000128,14188544,1841921483,2651,54513,36,18,0,0,0,0,0,27,1,0,146,2,
311,13524480,1104240640,14188544,1858788839,2651,54513,36,18,0,0,0,0,0,27,1,0,147,1,
312,14720677,1106669568,14188544,1858830571,2651,54513,36,18,0,0,0,0,0,27,1,0,148,1,
313,11370781,1106669568,14188544,1858837035,2653,53788,33,14,0,0,0,0,0,27,1,0,148,1,
314,14151719,1106669568,14188544,1858837035,2654,54513,33,11,0,0,0,0,0,27,1,0,148,1,
315,14651719,1108774912,14188544,1858851723,2655,53895,33,9,0,0,0,0,0,27,1,0,149,1,
316,15170781,1111187456,14188544,1858893519,2655,53895,33,9,0,0,0,0,0,27,1,0,150,2,
317,12902032,1113423872,14188544,1858900047,2656,53893,30,11,0,0,0,0,0,27,1,0,151,1,
318,13920729,1115484160,14188544,1875677263,2657,54744,30,8,0,0,0,0,0,27,1,0,152,1,
319,15015677,1117679616,14188544,1875689011,2658,54742,28,9,0,0,0,0,0,27,1,0,153,2,
320,11937292,1119797248,14188544,1875716675,2658,54742,28,9,0,0,0,0,0,27,1,0,154,1,
321,12060573,1119797248,14188544,1875716675,2659,109486,27,9,0,0,0,0,0,27,1,0,154,1,
322,16853333,1121935360,14188544,1875744339,2661,88,25,9,0,0,0,0,0,27,1,0,155,2,
323,14954635,1124249600,14188544,1875772003,2661,88,25,9,0,0,0,0,0,27,1,0,156,1,
324,10150833,1124249600,14188544,1875741747,2662,53788,25,8,0,0,0,0,0,27,1,0,156,1,
325,16866093,1126563840,14188544,1875811535,2662,53788,25,8,0,0,0,0,0,27,1,0,157,2,
326,14061302,1129156608,14188544,1892595311,2663,53895,25,8,0,0,0,0,0,27,1,0,158,1,
327,10948334,1129156608,14188544,1892595311,2664,53934,28,8,0,0,0,0,0,27,1,0,158,1,
328,14865469,1131466752,14188544,1892636499,2664,53934,28,8,0,0,0,0,0,27,1,0,159,1,
329,13745104,1133686784,14188544,1892653303,2665,107719,28,6,0,0,0,0,0,27,1,0,160,1,
330,16072448,1136033792,14188544,1909467651,2667,49420,29,5,0,0,0,0,0,27,1,0,161,2,
331,12570885,1138102272,14188544,1909482435,2667,49420,29,5,0,0,0,0,0,27,1,0,162,1,
332,11255834,1138249728,14188544,1909489027,2667,49420,29,5,0,0,0,0,0,27,1,0,162,1,
333,14365781,1138249728,14188544,1909489027,2669,99003,32,6,0,0,0,0,0,27,1,0,162,1,
334,15440833,1140387840,14188544,1909494403,2671,49410,28,8,0,0,0,0,0,27,1,0,163,2,
335,16668906,1142484992,14188544,1909525635,2671,49410,28,8,0,0,0,0,0,27,1,0,164,2,
336,11721771,1144705024,14188544,1926317699,2672,49410,28,6,0,0,0,0,0,27,1,0,165,1,
337,12044323,1146990592,14188544,1926325891,2672,49410,28,6,0,0,0,0,0,27,1,0,166,1,
338,13184687,1146990592,14188544,1926325891,2673,98836,29,6,0,0,0,0,0,27,1,0,166,1,
339,16281250,1149042688,14188544,1926292015,2673,98836,27,7,0,0,0,0,0,27,1,0,167,2,
340,13711250,1151119360,14188544,1926315119,2675,49419,27,6,0,0,0,0,0,27,1,0,168,1,
341,14021771,1153404928,14188544,1926338255,2676,49417,26,6,0,0,0,0,0,27,1,0,169,1,
342,15194531,1155551232,14188544,1926361423,2676,49417,26,6,0,0,0,0,0,27,1,0,170,2,
343,12308750,1157677056,14188544,1926384623,2676,49417,26,6,0,0,0,0,0,27,1,0,171,1,
344,12347396,1157677056,14188544,1926373103,2677,99172,26,5,0,0,0,0,0,27,1,0,171,1,
345,14638958,1159798784,14188544,1943173551,2679,49412,27,4,0,0,0,0,0,27,1,0,172,1,
346,17381980,1162059776,14188544,1943188591,2680,49410,27,3,0,0,0,0,0,27,1,0,173,2,
347,11622864,1164177408,14188544,1943196783,2680,49410,27,3,0,0,0,0,0,27,1,0,174,1,
348,13883229,1166278656,14188544,1943220047,2680,49410,27,3,0,0,0,0,0,27,1,0,175,1,
349,12053385,1166430208,14188544,1943226927,2681,98836,28,4,0,0,0,0,0,27,1,0,175,1,
350,15473333,1168719872,14188544,1943250223,2683,49412,28,2,0,0,0,0,0,27,1,0,176,2,
351,15129896,1170866176,14188544,1943265327,2684,67,26,5,0,0,0,0,0,27,1,0,177,2,
352,10094740,1170866176,14188544,1943265327,2684,67,26,5,0,0,0,0,0,27,1,0,177,1,
353,16169687,1170894848,14188544,1943265327,2684,67,26,5,0,0,0,0,0,27,1,0,177,2,
354,13845417,1170894848,14188544,1943239919,2686,49451,26,4,0,0,0,0,0,27,1,0,177,1,
355,11807864,1171161088,14188544,1943239919,2688,49422,26,4,0,0,0,0,0,27,1,0,177,1,
356,16894323,1173045248,14188544,1943248111,2689,49420,25,5,0,0,0,0,0,27,1,0,178,2,
357,14223750,1175351296,14188544,1960040463,2689,49420,25,5,0,0,0,0,0,27,1,0,179,1,
358,14140260,1177554944,14188544,1960063823,2690,49422,25,4,0,0,0,0,0,27,1,0,180,1,
359,13081614,1179435008,14188544,1960052899,2691,67,24,4,0,0,0,0,0,27,1,0,181,1,
360,11474740,1179705344,14188544,1960052899,2691,67,24,4,0,0,0,0,0,27,1,0,181,1,
361,13648854,1179705344,14188544,1960052899,2692,99007,24,4,0,0,0,0,0,27,1,0,181,1,
362,17031823,1181851648,14188544,1960069283,2692,99007,23,5,0,0,0,0,0,27,1,0,182,2,
363,12639427,1184137216,14188544,1960100867,2694,49411,24,5,0,0,0,0,0,27,1,0,183,1,
364,13805989,1186177024,14188544,1960144583,2696,49585,24,5,0,0,0,0,0,27,1,0,184,1,
365,13516406,1186177024,14188544,1960151623,2696,49585,24,5,0,0,0,0,0,27,1,0,184,1,
366,13182657,1186369536,14188544,1976928839,2696,49585,24,5,0,0,0,0,0,27,1,0,184,1,
367,15902708,1188515840,14188544,1976944103,2697,98832,25,5,0,0,0,0,0,27,1,0,185,2,
368,14301250,1190592512,14188544,1976959399,2699,49408,26,5,0,0,0,0,0,27,1,0,186,1,
369,12615260,1192796160,14188544,1976939463,2700,49420,27,5,0,0,0,0,0,27,1,0,187,1,
370,14324270,1194856448,14188544,1976973971,2701,49538,26,5,0,0,0,0,0,27,1,0,188,1,
371,14957500,1197379584,14188544,1976989331,2702,70,25,6,0,0,0,0,0,27,1,0,189,1,
372,13008177,1199419392,14188544,1977021107,2702,70,25,6,0,0,0,0,0,27,1,0,190,1,
373,12224844,1199673344,14188544,1977028307,2703,49412,25,5,0,0,0,0,0,27,1,0,190,1,
374,13945625,1199673344,14188544,1977021491,2703,49412,25,5,0,0,0,0,0,27,1,0,190,1,
375,14882292,1201782784,14188544,1993806899,2704,49477,24,6,0,0,0,0,0,27,1,0,191,1,
376,15120937,1203924992,14188544,1993815091,2705,49412,24,4,0,0,0,0,0,27,1,0,192,2,
377,13016771,1206190080,14188544,1993823283,2706,49410,25,5,0,0,0,0,0,27,1,0,193,1,
378,13289167,1208291328,14188544,1993831475,2707,49419,26,5,0,0,0,0,0,27,1,0,194,1,
379,13514844,1208291328,14188544,1993804019,2709,82,26,6,0,0,0,0,0,27,1,0,194,1,
380,14618125,1210376192,14188544,1993812211,2709,82,26,6,0,0,0,0,0,27,1,0,195,1,
381,13618021,1210376192,14188544,1993812211,2710,49417,26,5,0,0,0,0,0,27,1,0,195,1,
382,12814115,1210376192,14188544,1993812211,2710,49417,26,5,0,0,0,0,0,27,1,0,195,1,
383,16372448,1212518400,14188544,1993828595,2711,54287,25,5,0,0,0,0,0,27,1,0,196,2,
384,13099479,1212518400,14188544,1993828595,2711,54287,24,5,0,0,0,0,0,27,1,0,196,1,
385,15123490,1215242240,14188544,2010678347,2713,49419,25,6,0,0,0,0,0,27,1,0,197,2,
386,13187083,1217368064,14188544,2010701963,2714,49417,26,5,0,0,0,0,0,27,1,0,198,1,
387,11401563,1217368064,14188544,2010709195,2715,49419,27,5,0,0,0,0,0,27,1,0,198,1,
388,15912761,1219649536,14188544,2010732843,2715,49419,27,5,0,0,0,0,0,27,1,0,199,2,
389,14640104,1221767168,14188544,2010749579,2716,49528,27,4,0,0,0,0,0,27,1,0,200,1,
390,12258854,1223901184,14188544,2010773291,2716,49528,27,4,0,0,0,0,0,27,1,0,201,1,
391,14605208,1226129408,14188544,2010788811,2717,103032,27,3,0,0,0,0,0,27,1,0,202,1,
392,13316770,1228382208,14188544,2027604651,2717,103032,27,3,0,0,0,0,0,27,1,0,203,1,
393,12497084,1228382208,14188544,2027612011,2717,103032,27,3,0,0,0,0,0,27,1,0,203,1,
394,14834375,1228591104,14188544,2027583979,2720,54252,29,4,0,0,0,0,0,27,1,0,203,1,
395,15595208,1230733312,14188544,2027599563,2721,54270,28,5,0,0,0,0,0,27,1,0,204,2,
396,13137135,1232789504,14188544,2027615179,2721,54270,28,5,0,0,0,0,0,27,1,0,205,1,
397,13269010,1235095552,14188544,2027654459,2722,54252,28,5,0,0,0,0,0,27,1,0,206,1,
398,12768698,1235107840,14188544,2027654459,2723,54250,29,4,0,0,0,0,0,27,1,0,206,1,
399,14782343,1237184512,14188544,2027666315,2723,54250,29,4,0,0,0,0,0,27,1,0,207,1,
400,13861615,1239363584,14188544,2044481135,2724,53624,30,4,0,0,0,0,0,27,1,0,208,1,
401,12224792,1239363584,14188544,2044488623,2724,53624,30,4,0,0,0,0,0,27,1,0,208,1,
402,16275677,1241751552,14188544,2044526259,2726,53622,30,4,0,0,0,0,0,27,1,0,209,2,
403,13870938,1243824128,14188544,2044565635,2727,54252,30,3,0,0,0,0,0,27,1,0,210,1,
404,12248334,1243971584,14188544,2044566723,2727,54252,30,3,0,0,0,0,0,27,1,0,210,1,
405,14946094,1243971584,14188544,2044566723,2727,54252,30,3,0,0,0,0,0,27,1,0,210,1,
406,15159010,1246363648,14188544,2044606131,2729,54250,30,3,0,0,0,0,0,27,1,0,211,2,
407,12952969,1248591872,14188544,2044643863,2730,53624,30,2,0,0,0,0,0,27,1,0,212,1,
408,12167031,1248591872,14188544,2044651479,2730,53624,30,2,0,0,0,0,0,27,1,0,212,1,
409,14342448,1248591872,14188544,2044644983,2730,53624,30,2,0,0,0,0,0,27,1,0,212,1,
410,14597604,1250721792,14188544,2061459963,2732,53622,29,4,0,0,0,0,0,27,1,0,213,1,
411,13601041,1250721792,14188544,2061467611,2734,53624,29,4,0,0,0,0,0,27,1,0,213,1,
412,14450521,1253183488,14188544,2061505407,2734,53624,29,4,0,0,0,0,0,27,1,0,214,1,
413,14389062,1255481344,14188544,2061543235,2735,53622,29,3,0,0,0,0,0,27,1,0,215,1,
414,11096667,1255481344,14188544,2061529379,2735,53622,29,3,0,0,0,0,0,27,1,0,215,1,
415,15669062,1257689088,14188544,2061591431,2736,108502,29,2,0,0,0,0,0,27,1,0,216,2,
416,13897396,1259720704,14188544,2061631031,2736,108502,29,2,0,0,0,0,0,27,1,0,217,1,
417,11935104,1259970560,14188544,2061638807,2736,108502,29,2,0,0,0,0,0,27,1,0,217,1,
418,13684063,1259970560,14188544,2061638807,2736,108502,29,2,0,0,0,0,0,27,1,0,217,1,
419,15820104,1262108672,14188544,2078402903,2739,53624,29,2,0,0,0,0,0,27,1,0,218,2,
420,13158229,1262108672,14188544,2078410711,2741,53622,29,1,0,0,0,0,0,27,1,0,218,1,
421,14820313,1264201728,14188544,2078442955,2743,54250,28,4,0,0,0,0,0,27,1,0,219,1,
422,12015104,1264353280,14188544,2078450795,2743,54250,28,4,0,0,0,0,0,27,1,0,219,1,
423,13512657,1264353280,14188544,2078450795,2743,54250,28,4,0,0,0,0,0,27,1,0,219,1,
424,16973021,1266606080,14188544,2078476783,2744,108502,30,7,0,0,0,0,0,27,1,0,220,2,
425,14428073,1268883456,14188544,2095270063,2746,53760,30,4,0,0,0,0,0,27,1,0,221,1,
426,11845105,1271304192,14188544,2095309791,2747,49627,28,5,0,0,0,0,0,27,1,0,222,1,
427,13791354,1273348096,14188544,2095347843,2748,53016,27,6,0,0,0,0,0,27,1,0,223,1,
428,14082604,1275584512,14188544,2095411063,2748,53016,27,6,0,0,0,0,0,27,1,0,224,1,
429,13955677,1277837312,14188544,2095413655,2749,53014,27,5,0,0,0,0,0,27,1,0,225,1,
430,10741459,1277837312,14188544,2095421655,2749,53014,27,5,0,0,0,0,0,27,1,0,225,1,
431,16847239,1279967232,14188544,2095446071,2750,102696,27,4,0,0,0,0,0,27,1,0,226,2,
432,13962760,1282052096,14188544,2112251831,2750,102696,27,3,0,0,0,0,0,27,1,0,227,1,
433,14583646,1284313088,14188544,2112276311,2752,49547,27,2,0,0,0,0,0,27,1,0,228,1,
434,13202500,1286553600,14188544,2112279447,2753,240,28,2,0,0,0,0,0,27,1,0,229,1,
435,11613437,1286553600,14188544,2112287575,2754,49787,28,2,0,0,0,0,0,27,1,0,229,1,
436,13664375,1286553600,14188544,2112287575,2754,49787,28,2,0,0,0,0,0,27,1,0,229,1,
437,16552813,1288851456,14188544,2112320311,2755,49997,26,4,0,0,0,0,0,27,1,0,230,2,
438,14194843,1290948608,14188544,2112344887,2756,49787,27,4,0,0,0,0,0,27,1,0,231,1,
439,12740886,1293209600,14188544,2129116247,2757,49785,27,3,0,0,0,0,0,27,1,0,232,1,
440,14518073,1295269888,14188544,2129140887,2758,49787,28,3,0,0,0,0,0,27,1,0,233,1,
441,12653906,1297580032,14188544,2129157271,2758,49787,28,3,0,0,0,0,0,27,1,0,234,1,
442,12209688,1297580032,14188544,2129157271,2759,49785,30,6,0,0,0,0,0,27,1,0,234,1,
443,16219740,1299795968,14188544,2129173655,2759,49785,30,6,0,0,0,0,0,27,1,0,235,2,
444,14339583,1301843968,14188544,2129143351,2760,49416,29,5,0,0,0,0,0,27,1,0,236,1,
445,10893854,1301843968,14188544,2129143351,2762,49414,28,6,0,0,0,0,0,27,1,0,236,1,
446,15791615,1304178688,14188544,2145936951,2763,49416,27,6,0,0,0,0,0,27,1,0,237,2,
447,12539010,1304178688,14188544,2145936951,2764,49414,25,7,0,0,0,0,0,27,1,0,237,1,
448,16371198,1306488832,14188544,2145953335,2764,49414,25,7,0,0,0,0,0,27,1,0,238,2,
449,13262552,1308545024,14188544,2145947063,2765,49416,25,5,0,0,0,0,0,27,1,0,239,1,
450,12722917,1310744576,14188544,2145971703,2765,49416,25,5,0,0,0,0,0,27,1,0,240,1,
451,14845781,1312837632,14188544,2162773591,2766,49414,26,5,0,0,0,0,0,27,1,0,241,1,
452,12077917,1312993280,14188544,2162781879,2768,49787,26,4,0,0,0,0,0,27,1,0,241,1,
453,13822500,1312993280,14188544,2162781879,2769,49785,24,5,0,0,0,0,0,27,1,0,241,1,
454,19944583,1315069952,14188544,2162777655,2769,49785,24,5,0,0,0,0,0,27,1,0,242,2,
455,10828489,1317273600,14188544,2162802391,2770,49787,24,5,0,0,0,0,0,27,1,0,243,1,
456,13506875,1319555072,14188544,2162843543,2770,49787,24,5,0,0,0,0,0,27,1,0,244,1,
457,12782760,1321676800,14188544,2162860151,2771,99201,26,5,0,0,0,0,0,27,1,0,245,1,
458,13602865,1323765760,14188544,2162876791,2771,99201,26,5,0,0,0,0,0,27,1,0,246,1,
459,12362448,1323765760,14188544,2162809631,2774,49416,26,4,0,0,0,0,0,27,1,0,246,1,
460,14052916,1323765760,14188544,2162809631,2774,49416,26,4,0,0,0,0,0,27,1,0,246,1,
461,15871666,1325895680,14188544,2179603519,2775,49418,26,4,0,0,0,0,0,27,1,0,247,2,
462,14346094,1328046080,14188544,2179628415,2776,49416,28,5,0,0,0,0,0,27,1,0,248,1,
463,12568073,1330466816,14188544,2179653343,2776,49416,28,5,0,0,0,0,0,27,1,0,249,1,
464,11875990,1330466816,14188544,2179623867,2777,49789,30,7,0,0,0,0,0,27,1,0,249,1,
465,15381875,1332776960,14188544,2179657019,2777,49789,30,7,0,0,0,0,0,27,1,0,250,2,
466,14912396,1335468032,14188544,2179730079,2778,54241,32,8,0,0,0,0,0,27,1,0,251,1,
467,10989167,1335468032,14188544,2179730079,2780,54279,31,7,0,0,0,0,0,27,1,0,251,1,
468,16154531,1337679872,14188544,2196548987,2780,54279,31,7,0,0,0,0,0,27,1,0,252,2,
469,12955625,1337679872,14188544,2196522379,2782,54721,29,9,0,0,0,0,0,27,1,0,252,1,
470,13766615,1337679872,14188544,2196522379,2782,54721,29,9,0,0,0,0,0,27,1,0,252,1,
471,16191562,1339977728,14188544,2196574095,2782,54721,29,9,0,0,0,0,0,27,1,0,253,2,
472,11241823,1339977728,14188544,2196574095,2784,52910,29,9,0,0,0,0,0,27,1,0,253,1,
473,15895572,1342070784,14188544,2196598671,2785,49787,29,5,0,0,0,0,0,27,1,0,254,2,
474,14534844,1344167936,14188544,2196552623,2785,49787,29,5,0,0,0,0,0,27,1,0,255,1,
475,10746667,1344167936,14188544,2196552623,2787,135,27,7,0,0,0,0,0,27,1,0,255,1,
476,14187969,1344167936,14188544,2196552623,2787,135,27,7,0,0,0,0,0,27,1,0,255,1,
477,12786874,1344405504,14188544,2196552623,2787,135,27,7,0,0,0,0,0,27,1,0,255,1,
478,15789531,1344405504,14188544,2196552623,2790,107,27,10,0,0,0,0,0,27,1,0,255,2,
479,14139948,1344405504,14188544,2196512175,2791,88,25,11,0,0,0,0,0,27,1,0,255,1,
480,14079531,1344405504,14188544,2196512175,2791,88,25,11,0,0,0,0,0,27,1,0,255,1,
481,14171927,1344405504,14188544,2196512175,2792,50026,25,9,0,0,0,0,0,27,1,0,255,1,
482,13005729,1344405504,14188544,2196512175,2792,50026,25,9,0,0,0,0,0,27,1,0,255,1,
483,13900781,1346551808,14188544,2196536751,2792,50026,25,9,0,0,0,0,0,27,1,0,256,1,
484,15641823,1348984832,14188544,2196529935,2793,53220,26,7,0,0,0,0,0,27,1,0,257,2,
485,11255885,1348984832,14188544,2196529935,2795,49418,26,5,0,0,0,0,0,27,1,0,257,1,
486,15757187,1351102464,14188544,2196538127,2795,49418,26,5,0,0,0,0,0,27,1,0,258,2,
487,11942240,1351102464,14188544,2196538127,2795,49418,26,5,0,0,0,0,0,27,1,0,258,1,
488,13836042,1351102464,14188544,2196538127,2795,49418,26,5,0,0,0,0,0,27,1,0,258,1,
489,15804375,1353236480,14188544,2213323279,2797,49416,28,7,0,0,0,0,0,27,1,0,259,2,
490,14327969,1353236480,14188544,2213323279,2797,49416,28,7,0,0,0,0,0,27,1,0,259,1,
491,12033177,1353236480,14188544,2213323279,2797,49416,28,7,0,0,0,0,0,27,1,0,259,1,
492,14613385,1353236480,14188544,2213323279,2800,52739,33,11,0,0,0,0,0,27,1,0,259,1,
493,14901666,1355964416,14188544,2213331471,2802,133,33,9,0,0,0,0,0,27,1,0,260,1,
494,13159636,1355964416,14188544,2213323919,2803,49789,34,8,0,0,0,0,0,27,1,0,260,1,
495,12268698,1355964416,14188544,2213323919,2803,49789,34,8,0,0,0,0,0,27,1,0,260,1,
496,16051250,1358032896,14188544,2213348495,2804,49787,34,8,0,0,0,0,0,27,1,0,261,2,
497,14688645,1360101376,14188544,2213364879,2804,49787,33,7,0,0,0,0,0,27,1,0,262,1,
498,11079792,1360101376,14188544,2213364879,2804,49787,33,7,0,0,0,0,0,27,1,0,262,1,
499,15095625,1360101376,14188544,2213356303,2806,49881,34,6,0,0,0,0,0,27,1,0,262,2,
500,14140781,1362743296,14188544,2213380879,2806,49881,34,6,0,0,0,0,0,27,1,0,263,1,
501,11862343,1362743296,14188544,2213380879,2808,49879,33,5,0,0,0,0,0,27,1,0,263,1,
502,16380052,1364770816,14188544,2213397263,2808,49879,33,5,0,0,0,0,0,27,1,0,264,2,
503,12990938,1364770816,14188544,2230174479,2808,49879,33,5,0,0,0,0,0,27,1,0,264,1,
504,15260937,1366994944,14188544,2230168211,2810,49895,33,4,0,0,0,0,0,27,1,0,265,2,
505,11674063,1366994944,14188544,2230168211,2812,137,31,7,0,0,0,0,0,27,1,0,265,1,
506,15141406,1366994944,14188544,2230168211,2812,137,31,7,0,0,0,0,0,27,1,0,265,2,
507,12271094,1366994944,14188544,2230168211,2812,137,31,7,0,0,0,0,0,27,1,0,265,1,
508,14639010,1366994944,14188544,2230168211,2814,49499,31,7,0,0,0,0,0,27,1,0,265,1,
509,15523073,1369096192,14188544,2230159283,2814,49499,30,6,0,0,0,0,0,27,1,0,266,2,
510,12533750,1369096192,14188544,2230159283,2816,137,29,8,0,0,0,0,0,27,1,0,266,1,
511,14113646,1369235456,14188544,2230159283,2816,137,29,8,0,0,0,0,0,27,1,0,266,1,
512,13307604,1369235456,14188544,2230159283,2816,137,29,8,0,0,0,0,0,27,1,0,266,1,
513,13369739,1369235456,14188544,2230159283,2818,49497,27,9,0,0,0,0,0,27,1,0,266,1,
514,16265677,1371480064,14188544,2230141939,2818,49497,27,9,0,0,0,0,0,27,1,0,267,2,
515,14117968,1373700096,14188544,2246943731,2819,52539,27,7,0,0,0,0,0,27,1,0,268,1,
516,11009583,1373847552,14188544,2246943731,2819,52539,27,7,0,0,0,0,0,27,1,0,268,1,
517,13552969,1373847552,14188544,2246943731,2819,52539,27,7,0,0,0,0,0,27,1,0,268,1,
518,15843177,1375916032,14188544,2246976723,2821,49431,28,6,0,0,0,0,0,27,1,0,269,2,
519,11848698,1375916032,14188544,2246953483,2821,49431,28,6,0,0,0,0,0,27,1,0,269,1,
520,16455625,1378078720,14188544,2246969867,2823,49429,29,7,0,0,0,0,0,27,1,0,270,2,
521,12622448,1378078720,14188544,2246978315,2823,49429,29,7,0,0,0,0,0,27,1,0,270,1,
522,14255104,1378078720,14188544,2246978315,2825,49664,29,5,0,0,0,0,0,27,1,0,270,1,
523,15385261,1380413440,14188544,2246994987,2825,49664,29,5,0,0,0,0,0,27,1,0,271,2,
524,11868854,1380413440,14188544,2246982467,2825,49664,29,5,0,0,0,0,0,27,1,0,271,1,
525,15314531,1382567936,14188544,2246999171,2827,52539,31,7,0,0,0,0,0,27,1,0,272,2,
526,13343125,1382567936,14188544,2247007683,2827,52539,31,7,0,0,0,0,0,27,1,0,272,1,
527,11919583,1382567936,14188544,2247007683,2827,52539,31,7,0,0,0,0,0,27,1,0,272,1,
528,13841094,1382567936,14188544,2247016195,2827,52539,31,7,0,0,0,0,0,27,1,0,272,1,
529,16212031,1384718336,14188544,2247041123,2830,49418,30,6,0,0,0,0,0,27,1,0,273,2,
530,12921406,1384718336,14188544,2247049667,2832,73,28,9,0,0,0,0,0,27,1,0,273,1,
531,13828281,1384718336,14188544,2247049667,2832,73,28,9,0,0,0,0,0,27,1,0,273,1,
532,14540833,1384718336,14188544,2247049667,2832,73,28,9,0,0,0,0,0,27,1,0,273,1,
533,13504740,1385181184,14188544,2247049667,2832,73,28,9,0,0,0,0,0,27,1,0,273,1,
534,12561354,1385181184,14188544,2247049667,2835,49832,28,9,0,0,0,0,0,27,1,0,273,1,
535,16531094,1387266048,14188544,2247091011,2835,49832,28,7,0,0,0,0,0,27,1,0,274,2,
536,12360156,1387266048,14188544,2247099587,2835,49832,28,7,0,0,0,0,0,27,1,0,274,1,
537,13536614,1387417600,14188544,2247099587,2835,49832,28,7,0,0,0,0,0,27,1,0,274,1,
538,14227187,1387417600,14188544,2247099587,2835,49832,28,7,0,0,0,0,0,27,1,0,274,1,
539,15379427,1389555712,14188544,2263901795,2838,49830,28,5,0,0,0,0,0,27,1,0,275,2,
540,11949479,1389555712,14188544,2263910403,2840,49416,28,4,0,0,0,0,0,27,1,0,275,1,
541,15486302,1391722496,14188544,2263927235,2840,49416,28,4,0,0,0,0,0,27,1,0,276,2,
542,11227292,1391722496,14188544,2263935875,2840,49416,28,4,0,0,0,0,0,27,1,0,276,1,
