Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,NFE Snapshot Tick,NFE Snapshot Size (bits),NFE RTT,NFE Jitter,Multiplay FPS,Multiplay BitRate In,Multiplay BitRate Out,Multiplay RTT(ms),Multiplay PacketLoss,Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server),Number of Terrain Areas (Client),dtime,
6028,14405104,1976635392,14188544,2939191087,6935,67,44,11,0,0,0,0,0,27,1,0,535,1,
6029,14840313,1976635392,14188544,2939191087,6935,67,44,11,0,0,0,0,0,27,1,0,535,1,
6030,13408802,1976635392,14188544,2939191087,6935,67,44,11,0,0,0,0,0,27,1,0,535,1,
6031,13421406,1976635392,14188544,2939191087,6935,67,44,11,0,0,0,0,0,27,1,0,535,1,
6032,13685000,1976635392,14188544,2939191087,6935,67,44,11,0,0,0,0,0,27,1,0,535,1,
6033,13347396,1976635392,14188544,2939191087,6935,67,44,11,0,0,0,0,0,27,1,0,535,1,
6034,14395000,1976635392,14188544,2939191087,6935,67,44,11,0,0,0,0,0,27,1,0,535,1,
6035,14658489,1976635392,14188544,2939191087,6935,67,44,11,0,0,0,0,0,27,1,0,535,1,
6036,13437917,1976635392,14188544,2939191087,6935,67,44,11,0,0,0,0,0,27,1,0,535,1,
6037,14185052,1976635392,14188544,2939191087,6935,67,44,11,0,0,0,0,0,27,1,0,535,1,
6038,13553698,1976635392,14188544,2939191087,6935,67,44,11,0,0,0,0,0,27,1,0,535,1,
6039,13572187,1976635392,14188544,2939191087,6935,67,44,11,0,0,0,0,0,27,1,0,535,1,
6040,18683385,1976635392,14188544,2939191087,6935,67,44,11,0,0,0,0,0,27,1,0,535,2,
6041,11917760,1976635392,14188544,2939191087,6935,67,44,11,0,0,0,0,0,27,1,0,535,1,
6042,11055677,1976635392,14188544,2939191087,6935,67,44,11,0,0,0,0,0,27,1,0,535,1,
6043,10904427,1976635392,14188544,2939191087,6951,68,46,12,0,0,0,0,0,27,1,0,535,1,
6044,16580938,1976635392,14188544,2939191087,6951,68,46,12,0,0,0,0,0,27,1,0,535,2,
6045,18368541,1976635392,14188544,2939191087,6951,68,46,12,0,0,0,0,0,27,1,0,535,2,
6046,10890833,1976635392,14188544,2939191087,6951,68,46,12,0,0,0,0,0,27,1,0,535,1,
6047,10274479,1976635392,14188544,2939191087,6951,68,46,12,0,0,0,0,0,27,1,0,535,1,
6048,11144010,1976635392,14188544,2939191087,6951,68,46,12,0,0,0,0,0,27,1,0,535,1,
6049,23352709,1976635392,14188544,2939191087,6951,68,46,12,0,0,0,0,0,27,1,0,535,2,
6050,11811458,1976635392,14188544,2939191087,6951,68,46,12,0,0,0,0,0,27,1,0,535,1,
6051,11985052,1976635392,14188544,2939191087,6951,68,46,12,0,0,0,0,0,27,1,0,535,1,
6052,12433021,1976635392,14188544,2939191087,6951,68,46,12,0,0,0,0,0,27,1,0,535,1,
6053,13201667,1976635392,14188544,2939191087,6951,68,46,12,0,0,0,0,0,27,1,0,535,1,
6054,15248073,1976635392,14188544,2939191087,6951,68,46,12,0,0,0,0,0,27,1,0,535,2,
6055,14893281,1976635392,14188544,2939191087,6951,68,46,12,0,0,0,0,0,27,1,0,535,1,
6056,14120730,1976635392,14188544,2939191087,6951,68,46,12,0,0,0,0,0,27,1,0,535,1,
6057,13761354,1976635392,14188544,2939191087,6951,68,46,12,0,0,0,0,0,27,1,0,535,1,
6058,13316041,1976635392,14188544,2939191087,6951,68,46,12,0,0,0,0,0,27,1,0,535,1,
6059,13260000,1976635392,14188544,2939191087,6951,68,46,12,0,0,0,0,0,27,1,0,535,1,
6060,15532448,1976635392,14188544,2939191087,6951,68,46,12,0,0,0,0,0,27,1,0,535,2,
6061,14308385,1976635392,14188544,2939191087,6951,68,46,12,0,0,0,0,0,27,1,0,535,1,
6062,11991719,1976635392,14188544,2939191087,6951,68,46,12,0,0,0,0,0,27,1,0,535,1,
6063,13131979,1976635392,14188544,2939191087,6951,68,46,12,0,0,0,0,0,27,1,0,535,1,
6064,15524792,1976635392,14188544,2939191087,6951,68,46,12,0,0,0,0,0,27,1,0,535,2,
6065,14129531,1976635392,14188544,2939191087,6951,68,46,12,0,0,0,0,0,27,1,0,535,1,
6066,13150469,1976635392,14188544,2939191087,6951,68,46,12,0,0,0,0,0,27,1,0,535,1,
6067,12500365,1976635392,14188544,2939191087,6951,68,46,12,0,0,0,0,0,27,1,0,535,1,
6068,17821823,1976635392,14188544,2939191087,6951,68,46,12,0,0,0,0,0,27,1,0,535,2,
6069,11273385,1976635392,14188544,2939191087,6951,68,46,12,0,0,0,0,0,27,1,0,535,1,
6070,10895312,1976635392,14188544,2939191087,6951,68,46,12,0,0,0,0,0,27,1,0,535,1,
6071,16716979,1976635392,14188544,2939191087,6951,68,46,12,0,0,0,0,0,27,1,0,535,2,
6072,19178177,1976635392,14188544,2939191087,6951,68,46,12,0,0,0,0,0,27,1,0,535,2,
6073,11850625,1976635392,14188544,2939191087,6967,57,48,12,0,0,0,0,0,27,1,0,535,1,
6074,23729584,1976635392,14188544,2939191087,6967,57,48,12,0,0,0,0,0,27,1,0,535,2,
6075,13250625,1976635392,14188544,2939191087,6967,57,48,12,0,0,0,0,0,27,1,0,535,1,
6076,13811614,1976635392,14188544,2939191087,6967,57,48,12,0,0,0,0,0,27,1,0,535,1,
6077,11532344,1976635392,14188544,2939191087,6967,57,48,12,0,0,0,0,0,27,1,0,535,1,
6078,16073386,1976635392,14188544,2939191087,6967,57,48,12,0,0,0,0,0,27,1,0,535,2,
6079,13458750,1976635392,14188544,2939191087,6967,57,48,12,0,0,0,0,0,27,1,0,535,1,
6080,16115834,1976631296,14188544,2939191087,6967,57,48,12,0,0,0,0,0,27,1,0,535,2,
6081,13827604,1976631296,14188544,2939191087,6967,57,48,12,0,0,0,0,0,27,1,0,535,1,
6082,11854062,1976631296,14188544,2939191087,6967,57,48,12,0,0,0,0,0,27,1,0,535,1,
6083,15131250,1976631296,14188544,2939191087,6967,57,48,12,0,0,0,0,0,27,1,0,535,2,
6084,13851458,1976631296,14188544,2939191087,6967,57,48,12,0,0,0,0,0,27,1,0,535,1,
6085,13978021,1976631296,14188544,2939191087,6967,57,48,12,0,0,0,0,0,27,1,0,535,1,
6086,13386093,1976631296,14188544,2939191087,6967,57,48,12,0,0,0,0,0,27,1,0,535,1,
6087,14674948,1976631296,14188544,2939191087,6967,57,48,12,0,0,0,0,0,27,1,0,535,1,
6088,14844635,1976631296,14188544,2939191087,6967,57,48,12,0,0,0,0,0,27,1,0,535,1,
6089,13532500,1976631296,14188544,2939191087,6967,57,48,12,0,0,0,0,0,27,1,0,535,1,
6090,12752292,1976631296,14188544,2939191087,6967,57,48,12,0,0,0,0,0,27,1,0,535,1,
6091,14106875,1976631296,14188544,2939191087,6967,57,48,12,0,0,0,0,0,27,1,0,535,1,
6092,12736875,1976631296,14188544,2939191087,6967,57,48,12,0,0,0,0,0,27,1,0,535,1,
6093,15990990,1976631296,14188544,2939191087,6967,57,48,12,0,0,0,0,0,27,1,0,535,2,
6094,14001979,1976631296,14188544,2939191087,6967,57,48,12,0,0,0,0,0,27,1,0,535,1,
6095,13604740,1976631296,14188544,2939191087,6967,57,48,12,0,0,0,0,0,27,1,0,535,1,
6096,13398542,1976631296,14188544,2939191087,6967,57,48,12,0,0,0,0,0,27,1,0,535,1,
6097,13381354,1976631296,14188544,2939191087,6967,57,48,12,0,0,0,0,0,27,1,0,535,1,
6098,13698333,1976631296,14188544,2939191087,6967,57,48,12,0,0,0,0,0,27,1,0,535,1,
6099,20630730,1976631296,14188544,2939191087,6967,57,48,12,0,0,0,0,0,27,1,0,535,2,
6100,11414635,1976631296,14188544,2939191087,6967,57,48,12,0,0,0,0,0,27,1,0,535,1,
6101,11100313,1976631296,14188544,2939191087,6983,78,45,13,0,0,0,0,0,27,1,0,535,1,
6102,11856666,1976631296,14188544,2939191087,6983,78,45,13,0,0,0,0,0,27,1,0,535,1,
6103,14797031,1976631296,14188544,2939191087,6983,78,45,13,0,0,0,0,0,27,1,0,535,1,
6104,13878281,1976631296,14188544,2939191087,6983,78,45,13,0,0,0,0,0,27,1,0,535,1,
6105,13943489,1976631296,14188544,2939191087,6983,78,45,13,0,0,0,0,0,27,1,0,535,1,
6106,13755885,1976631296,14188544,2939191087,6983,78,45,13,0,0,0,0,0,27,1,0,535,1,
6107,14473021,1976631296,14188544,2939191087,6983,78,45,13,0,0,0,0,0,27,1,0,535,1,
6108,14892448,1976631296,14188544,2939191087,6983,78,45,13,0,0,0,0,0,27,1,0,535,1,
6109,13731771,1976631296,14188544,2939191087,6983,78,45,13,0,0,0,0,0,27,1,0,535,1,
6110,12996562,1976631296,14188544,2939191087,6983,78,45,13,0,0,0,0,0,27,1,0,535,1,
6111,14277552,1976631296,14188544,2939191087,6983,78,45,13,0,0,0,0,0,27,1,0,535,1,
6112,13415365,1976631296,14188544,2939191087,6983,78,45,13,0,0,0,0,0,27,1,0,535,1,
6113,13887396,1976631296,14188544,2939191087,6983,78,45,13,0,0,0,0,0,27,1,0,535,1,
6114,13693646,1976631296,14188544,2939191087,6983,78,45,13,0,0,0,0,0,27,1,0,535,1,
6115,14502032,1976631296,14188544,2939191087,6983,78,45,13,0,0,0,0,0,27,1,0,535,1,
6116,15102188,1976631296,14188544,2939191087,6983,78,45,13,0,0,0,0,0,27,1,0,535,2,
6117,12034479,1976631296,14188544,2939191087,6983,78,45,13,0,0,0,0,0,27,1,0,535,1,
6118,13623437,1976631296,14188544,2939191087,6983,78,45,13,0,0,0,0,0,27,1,0,535,1,
6119,15038386,1976631296,14188544,2939191087,6983,78,45,13,0,0,0,0,0,27,1,0,535,2,
6120,13305104,1976631296,14188544,2939191087,6983,78,45,13,0,0,0,0,0,27,1,0,535,1,
6121,14051719,1976631296,14188544,2939191087,6983,78,45,13,0,0,0,0,0,27,1,0,535,1,
6122,14233281,1976631296,14188544,2939191087,6983,78,45,13,0,0,0,0,0,27,1,0,535,1,
6123,14199115,1976631296,14188544,2939191087,6983,78,45,13,0,0,0,0,0,27,1,0,535,1,
6124,12911458,1976631296,14188544,2939191087,6983,78,45,13,0,0,0,0,0,27,1,0,535,1,
6125,14292083,1976631296,14188544,2939191087,6983,78,45,13,0,0,0,0,0,27,1,0,535,1,
6126,14078855,1976631296,14188544,2939191087,6983,78,45,13,0,0,0,0,0,27,1,0,535,1,
6127,13681250,1976631296,14188544,2939191087,6983,78,45,13,0,0,0,0,0,27,1,0,535,1,
6128,15751875,1976631296,14188544,2939191087,6983,78,45,13,0,0,0,0,0,27,1,0,535,2,
6129,17452761,1976631296,14188544,2939191087,6983,78,45,13,0,0,0,0,0,27,1,0,535,2,
6130,27816615,1976631296,14188544,2939191087,6983,78,45,13,0,0,0,0,0,27,1,0,535,3,
6131,25333073,1976631296,14188544,2939191087,6999,67,44,12,0,0,0,0,0,27,1,0,535,3,
6132,12713438,1976631296,14188544,2939191087,6999,67,44,12,0,0,0,0,0,27,1,0,535,1,
6133,21433750,1976631296,14188544,2939191087,6999,67,44,12,0,0,0,0,0,27,1,0,535,2,
6134,11614479,1976631296,14188544,2939191087,6999,67,44,12,0,0,0,0,0,27,1,0,535,1,
6135,16395625,1976631296,14188544,2939191087,6999,67,44,12,0,0,0,0,0,27,1,0,535,2,
6136,15422864,1976631296,14188544,2939191087,6999,67,44,12,0,0,0,0,0,27,1,0,535,2,
6137,14629323,1976631296,14188544,2939191087,6999,67,44,12,0,0,0,0,0,27,1,0,535,1,
6138,12665729,1976631296,14188544,2939191087,6999,67,44,12,0,0,0,0,0,27,1,0,535,1,
6139,15759011,1976643584,14188544,2939191087,6999,67,44,12,0,0,0,0,0,27,1,0,535,2,
6140,12916406,1976643584,14188544,2939191087,6999,67,44,12,0,0,0,0,0,27,1,0,535,1,
6141,13699948,1976643584,14188544,2939191087,6999,67,44,12,0,0,0,0,0,27,1,0,535,1,
6142,14625573,1976643584,14188544,2939191087,6999,67,44,12,0,0,0,0,0,27,1,0,535,1,
6143,16916250,1976643584,14188544,2939191087,6999,67,44,12,0,0,0,0,0,27,1,0,535,2,
6144,15654739,1976643584,14188544,2939191087,6999,67,44,12,0,0,0,0,0,27,1,0,535,2,
6145,19154844,1976643584,14188544,2939191087,6999,67,44,12,0,0,0,0,0,27,1,0,535,2,
6146,10741979,1976643584,14188544,2939191087,6999,67,44,12,0,0,0,0,0,27,1,0,535,1,
6147,10955157,1976643584,14188544,2939191087,6999,67,44,12,0,0,0,0,0,27,1,0,535,1,
6148,13920677,1976643584,14188544,2939191087,6999,67,44,12,0,0,0,0,0,27,1,0,535,1,
6149,23660677,1976643584,14188544,2939191087,6999,67,44,12,0,0,0,0,0,27,1,0,535,2,
6150,11445469,1976643584,14188544,2939191087,6999,67,44,12,0,0,0,0,0,27,1,0,535,1,
6151,12498802,1976643584,14188544,2939191087,6999,67,44,12,0,0,0,0,0,27,1,0,535,1,
6152,13531355,1976643584,14188544,2939191087,6999,67,44,12,0,0,0,0,0,27,1,0,535,1,
6153,15425573,1976643584,14188544,2939191087,6999,67,44,12,0,0,0,0,0,27,1,0,535,2,
6154,13544843,1976643584,14188544,2939191087,6999,67,44,12,0,0,0,0,0,27,1,0,535,1,
6155,14110677,1976643584,14188544,2939191087,6999,67,44,12,0,0,0,0,0,27,1,0,535,1,
6156,15042344,1976643584,14188544,2939191087,6999,67,44,12,0,0,0,0,0,27,1,0,535,2,
6157,14257344,1976643584,14188544,2939191087,6999,67,44,12,0,0,0,0,0,27,1,0,535,1,
6158,13337239,1976643584,14188544,2939191087,6999,67,44,12,0,0,0,0,0,27,1,0,535,1,
6159,13794895,1976643584,14188544,2939191087,6999,67,44,12,0,0,0,0,0,27,1,0,535,1,
6160,13842917,1976643584,14188544,2939191087,6999,67,44,12,0,0,0,0,0,27,1,0,535,1,
6161,13883802,1976643584,14188544,2939191087,6999,67,44,12,0,0,0,0,0,27,1,0,535,1,
6162,18835938,1976643584,14188544,2939191087,6999,67,44,12,0,0,0,0,0,27,1,0,535,2,
6163,11580521,1976643584,14188544,2939191087,6999,67,44,12,0,0,0,0,0,27,1,0,535,1,
6164,12330625,1976643584,14188544,2939191087,7015,68,45,11,0,0,0,0,0,27,1,0,535,1,
6165,13720469,1976643584,14188544,2939191087,7015,68,45,11,0,0,0,0,0,27,1,0,535,1,
6166,14492135,1976643584,14188544,2939191087,7015,68,45,11,0,0,0,0,0,27,1,0,535,1,
6167,13594583,1976643584,14188544,2939191087,7015,68,45,11,0,0,0,0,0,27,1,0,535,1,
6168,12860989,1976643584,14188544,2939191087,7015,68,45,11,0,0,0,0,0,27,1,0,535,1,
6169,15566459,1976643584,14188544,2939191087,7015,68,45,11,0,0,0,0,0,27,1,0,535,2,
6170,13687239,1976643584,14188544,2939191087,7015,68,45,11,0,0,0,0,0,27,1,0,535,1,
6171,13412240,1976643584,14188544,2939191087,7015,68,45,11,0,0,0,0,0,27,1,0,535,1,
6172,14678386,1976643584,14188544,2939191087,7015,68,45,11,0,0,0,0,0,27,1,0,535,1,
6173,13067761,1976643584,14188544,2939191087,7015,68,45,11,0,0,0,0,0,27,1,0,535,1,
6174,13238333,1976643584,14188544,2939191087,7015,68,45,11,0,0,0,0,0,27,1,0,535,1,
6175,15350782,1976643584,14188544,2939191087,7015,68,45,11,0,0,0,0,0,27,1,0,535,2,
6176,13338802,1976643584,14188544,2939191087,7015,68,45,11,0,0,0,0,0,27,1,0,535,1,
6177,13547916,1976643584,14188544,2939191087,7015,68,45,11,0,0,0,0,0,27,1,0,535,1,
6178,15736458,1976643584,14188544,2939191087,7015,68,45,11,0,0,0,0,0,27,1,0,535,2,
6179,13256459,1976643584,14188544,2939191087,7015,68,45,11,0,0,0,0,0,27,1,0,535,1,
6180,14533489,1976643584,14188544,2939191087,7015,68,45,11,0,0,0,0,0,27,1,0,535,1,
6181,14154063,1976643584,14188544,2939191087,7015,68,45,11,0,0,0,0,0,27,1,0,535,1,
6182,13238906,1976643584,14188544,2939191087,7015,68,45,11,0,0,0,0,0,27,1,0,535,1,
6183,13008802,1976643584,14188544,2939191087,7015,68,45,11,0,0,0,0,0,27,1,0,535,1,
6184,14537708,1976643584,14188544,2939191087,7015,68,45,11,0,0,0,0,0,27,1,0,535,1,
6185,14142344,1976643584,14188544,2939191087,7015,68,45,11,0,0,0,0,0,27,1,0,535,1,
6186,13648542,1976643584,14188544,2939191087,7015,68,45,11,0,0,0,0,0,27,1,0,535,1,
6187,14125469,1976643584,14188544,2939191087,7015,68,45,11,0,0,0,0,0,27,1,0,535,1,
6188,13585417,1976643584,14188544,2939191087,7015,68,45,11,0,0,0,0,0,27,1,0,535,1,
6189,12795156,1976643584,14188544,2939191087,7015,68,45,11,0,0,0,0,0,27,1,0,535,1,
6190,20975833,1976643584,14188544,2939191087,7015,68,45,11,0,0,0,0,0,27,1,0,535,2,
6191,31707969,1976643584,14188544,2939191087,7015,68,45,11,0,0,0,0,0,27,1,0,535,3,
6192,21769635,1976643584,14188544,2939191087,7031,57,44,10,0,0,0,0,0,27,1,0,535,2,
6193,15262136,1976643584,14188544,2939191087,7031,57,44,10,0,0,0,0,0,27,1,0,535,2,
6194,10870468,1976643584,14188544,2939191087,7031,57,44,10,0,0,0,0,0,27,1,0,535,1,
6195,13112447,1976643584,14188544,2939191087,7031,57,44,10,0,0,0,0,0,27,1,0,535,1,
6196,21874479,1976643584,14188544,2939191087,7031,57,44,10,0,0,0,0,0,27,1,0,535,2,
6197,12979271,1976643584,14188544,2939191087,7031,57,44,10,0,0,0,0,0,27,1,0,535,1,
6198,14236771,1976639488,14188544,2939191087,7031,57,44,10,0,0,0,0,0,27,1,0,535,1,
6199,13789480,1976639488,14188544,2939191087,7031,57,44,10,0,0,0,0,0,27,1,0,535,1,
6200,13181406,1976639488,14188544,2939191087,7031,57,44,10,0,0,0,0,0,27,1,0,535,1,
6201,14589687,1976639488,14188544,2939191087,7031,57,44,10,0,0,0,0,0,27,1,0,535,1,
6202,14140781,1976639488,14188544,2939191087,7031,57,44,10,0,0,0,0,0,27,1,0,535,1,
6203,12837395,1976639488,14188544,2939191087,7031,57,44,10,0,0,0,0,0,27,1,0,535,1,
6204,13707291,1976639488,14188544,2939191087,7031,57,44,10,0,0,0,0,0,27,1,0,535,1,
6205,13869480,1976639488,14188544,2939191087,7031,57,44,10,0,0,0,0,0,27,1,0,535,1,
6206,14772969,1976639488,14188544,2939191087,7031,57,44,10,0,0,0,0,0,27,1,0,535,1,
6207,15206355,1976639488,14188544,2939191087,7031,57,44,10,0,0,0,0,0,27,1,0,535,2,
6208,12002031,1976639488,14188544,2939191087,7031,57,44,10,0,0,0,0,0,27,1,0,535,1,
6209,13530208,1976639488,14188544,2939191087,7031,57,44,10,0,0,0,0,0,27,1,0,535,1,
6210,15533125,1976639488,14188544,2939191087,7031,57,44,10,0,0,0,0,0,27,1,0,535,2,
6211,13603177,1976639488,14188544,2939191087,7031,57,44,10,0,0,0,0,0,27,1,0,535,1,
6212,11236563,1976639488,14188544,2939191087,7031,57,44,10,0,0,0,0,0,27,1,0,535,1,
6213,15540104,1976639488,14188544,2939191087,7031,57,44,10,0,0,0,0,0,27,1,0,535,2,
6214,13640834,1976639488,14188544,2939191087,7031,57,44,10,0,0,0,0,0,27,1,0,535,1,
6215,13591250,1976639488,14188544,2939191087,7031,57,44,10,0,0,0,0,0,27,1,0,535,1,
6216,14494948,1976639488,14188544,2939191087,7031,57,44,10,0,0,0,0,0,27,1,0,535,1,
6217,13157708,1976639488,14188544,2939191087,7031,57,44,10,0,0,0,0,0,27,1,0,535,1,
6218,14806823,1976639488,14188544,2939191087,7031,57,44,10,0,0,0,0,0,27,1,0,535,1,
6219,13814011,1976639488,14188544,2939191087,7031,57,44,10,0,0,0,0,0,27,1,0,535,1,
6220,13591979,1976639488,14188544,2939191087,7031,57,44,10,0,0,0,0,0,27,1,0,535,1,
6221,13919427,1976639488,14188544,2939191087,7031,57,44,10,0,0,0,0,0,27,1,0,535,1,
6222,13147084,1976639488,14188544,2939191087,7031,57,44,10,0,0,0,0,0,27,1,0,535,1,
6223,15272605,1978511360,14188544,2955976495,7031,57,44,10,0,0,0,0,0,27,1,0,536,2,
6224,14486198,1978511360,14188544,2955976495,7047,52621,48,15,0,0,0,0,0,27,1,0,536,1,
6225,16042917,1978511360,14188544,2955976495,7047,52621,48,15,0,0,0,0,0,27,1,0,536,2,
6226,14509375,1978511360,14188544,2955976495,7047,52621,48,15,0,0,0,0,0,27,1,0,536,1,
6227,13723177,1978511360,14188544,2955976495,7047,52621,48,15,0,0,0,0,0,27,1,0,536,1,
6228,14141406,1978511360,14188544,2955976495,7047,52621,48,15,0,0,0,0,0,27,1,0,536,1,
6229,14367917,1978511360,14188544,2955976495,7047,52621,48,15,0,0,0,0,0,27,1,0,536,1,
6230,14622761,1978511360,14188544,2955976495,7047,52621,48,15,0,0,0,0,0,27,1,0,536,1,
6231,12904218,1978511360,14188544,2955976495,7047,52621,48,15,0,0,0,0,0,27,1,0,536,1,
6232,13629740,1978511360,14188544,2955976495,7047,52621,48,15,0,0,0,0,0,27,1,0,536,1,
6233,14333334,1978511360,14188544,2955976495,7047,52621,48,15,0,0,0,0,0,27,1,0,536,1,
6234,13694166,1978511360,14188544,2955976495,7047,52621,48,15,0,0,0,0,0,27,1,0,536,1,
6235,13851875,1978511360,14188544,2955976495,7047,52621,48,15,0,0,0,0,0,27,1,0,536,1,
6236,13584323,1978511360,14188544,2955976495,7047,52621,48,15,0,0,0,0,0,27,1,0,536,1,
6237,14185417,1978511360,14188544,2955976495,7047,52621,48,15,0,0,0,0,0,27,1,0,536,1,
6238,14643281,1978511360,14188544,2955976495,7047,52621,48,15,0,0,0,0,0,27,1,0,536,1,
6239,13290572,1978511360,14188544,2955976495,7047,52621,48,15,0,0,0,0,0,27,1,0,536,1,
6240,13020365,1978511360,14188544,2955976495,7047,52621,48,15,0,0,0,0,0,27,1,0,536,1,
6241,15508855,1978511360,14188544,2955976495,7047,52621,48,15,0,0,0,0,0,27,1,0,536,2,
6242,12589687,1978511360,14188544,2955976495,7047,52621,48,15,0,0,0,0,0,27,1,0,536,1,
6243,13767448,1978511360,14188544,2955976495,7047,52621,48,15,0,0,0,0,0,27,1,0,536,1,
6244,14458437,1978511360,14188544,2955976495,7047,52621,48,15,0,0,0,0,0,27,1,0,536,1,
6245,13948854,1978511360,14188544,2955976495,7047,52621,48,15,0,0,0,0,0,27,1,0,536,1,
6246,14091094,1978511360,14188544,2955976495,7047,52621,48,15,0,0,0,0,0,27,1,0,536,1,
6247,13666927,1978511360,14188544,2955976495,7047,52621,48,15,0,0,0,0,0,27,1,0,536,1,
6248,12897031,1978511360,14188544,2955976495,7047,52621,48,15,0,0,0,0,0,27,1,0,536,1,
6249,19589948,1978511360,14188544,2955976495,7047,52621,48,15,0,0,0,0,0,27,1,0,536,2,
6250,16812813,1978511360,14188544,2955976495,7047,52621,48,15,0,0,0,0,0,27,1,0,536,2,
6251,23337032,1978511360,14188544,2955976495,7063,215,46,14,0,0,0,0,0,27,1,0,536,2,
6252,19865000,1978511360,14188544,2955976495,7063,215,46,14,0,0,0,0,0,27,1,0,536,2,
6253,12660052,1978511360,14188544,2955976495,7063,215,46,14,0,0,0,0,0,27,1,0,536,1,
6254,11007969,1978511360,14188544,2955976495,7063,215,46,14,0,0,0,0,0,27,1,0,536,1,
6255,19749792,1978511360,14188544,2955976495,7063,215,46,14,0,0,0,0,0,27,1,0,536,2,
6256,13231510,1978511360,14188544,2955976495,7063,215,46,14,0,0,0,0,0,27,1,0,536,1,
6257,14284583,1978511360,14188544,2955976495,7063,215,46,14,0,0,0,0,0,27,1,0,536,1,
6258,13602969,1978511360,14188544,2955976495,7063,215,46,14,0,0,0,0,0,27,1,0,536,1,
6259,15214583,1978748928,14188544,2955976495,7063,215,46,14,0,0,0,0,0,27,1,0,536,2,
6260,13187656,1978748928,14188544,2955976495,7063,215,46,14,0,0,0,0,0,27,1,0,536,1,
6261,14153802,1978748928,14188544,2955976495,7063,215,46,14,0,0,0,0,0,27,1,0,536,1,
6262,14860312,1978748928,14188544,2955976495,7063,215,46,14,0,0,0,0,0,27,1,0,536,1,
6263,13310417,1978748928,14188544,2955976495,7063,215,46,14,0,0,0,0,0,27,1,0,536,1,
6264,12044948,1978748928,14188544,2955976495,7063,215,46,14,0,0,0,0,0,27,1,0,536,1,
6265,15671042,1978748928,14188544,2955976495,7063,215,46,14,0,0,0,0,0,27,1,0,536,2,
6266,13213229,1978748928,14188544,2955976495,7063,215,46,14,0,0,0,0,0,27,1,0,536,1,
6267,14822605,1978748928,14188544,2955976495,7063,215,46,14,0,0,0,0,0,27,1,0,536,1,
6268,13463021,1978748928,14188544,2955976495,7063,215,46,14,0,0,0,0,0,27,1,0,536,1,
6269,12069166,1978748928,14188544,2955976495,7063,215,46,14,0,0,0,0,0,27,1,0,536,1,
6270,14572709,1978748928,14188544,2955976495,7063,215,46,14,0,0,0,0,0,27,1,0,536,1,
6271,14901667,1978748928,14188544,2955976495,7063,215,46,14,0,0,0,0,0,27,1,0,536,1,
6272,14463802,1978748928,14188544,2955976495,7063,215,46,14,0,0,0,0,0,27,1,0,536,1,
6273,12863594,1978748928,14188544,2955976495,7063,215,46,14,0,0,0,0,0,27,1,0,536,1,
6274,14772448,1978748928,14188544,2955976495,7063,215,46,14,0,0,0,0,0,27,1,0,536,1,
6275,13201094,1978748928,14188544,2955976495,7063,215,46,14,0,0,0,0,0,27,1,0,536,1,
6276,12450885,1978748928,14188544,2955976495,7063,215,46,14,0,0,0,0,0,27,1,0,536,1,
6277,16632031,1978748928,14188544,2955976495,7063,215,46,14,0,0,0,0,0,27,1,0,536,2,
6278,17233958,1978748928,14188544,2955976495,7063,215,46,14,0,0,0,0,0,27,1,0,536,2,
6279,11086615,1978748928,14188544,2955976495,7063,215,46,14,0,0,0,0,0,27,1,0,536,1,
6280,11627240,1978748928,14188544,2955976495,7063,215,46,14,0,0,0,0,0,27,1,0,536,1,
6281,10949427,1978748928,14188544,2955976495,7079,82,45,13,0,0,0,0,0,27,1,0,536,1,
6282,15690938,1978748928,14188544,2955976495,7079,82,45,13,0,0,0,0,0,27,1,0,536,2,
6283,15414531,1978748928,14188544,2955976495,7079,82,45,13,0,0,0,0,0,27,1,0,536,2,
6284,15114375,1978748928,14188544,2955976495,7079,82,45,13,0,0,0,0,0,27,1,0,536,2,
6285,13478594,1978748928,14188544,2955976495,7079,82,45,13,0,0,0,0,0,27,1,0,536,1,
6286,14792135,1978748928,14188544,2955976495,7079,82,45,13,0,0,0,0,0,27,1,0,536,1,
6287,13918802,1978748928,14188544,2955976495,7079,82,45,13,0,0,0,0,0,27,1,0,536,1,
6288,13957032,1978748928,14188544,2955976495,7079,82,45,13,0,0,0,0,0,27,1,0,536,1,
6289,13345209,1978748928,14188544,2955976495,7079,82,45,13,0,0,0,0,0,27,1,0,536,1,
6290,14530937,1978748928,14188544,2955976495,7079,82,45,13,0,0,0,0,0,27,1,0,536,1,
6291,14054687,1978748928,14188544,2955976495,7079,82,45,13,0,0,0,0,0,27,1,0,536,1,
6292,13353021,1978748928,14188544,2955976495,7079,82,45,13,0,0,0,0,0,27,1,0,536,1,
6293,13264999,1978748928,14188544,2955976495,7079,82,45,13,0,0,0,0,0,27,1,0,536,1,
6294,14533489,1978748928,14188544,2955976495,7079,82,45,13,0,0,0,0,0,27,1,0,536,1,
6295,13116719,1978748928,14188544,2955976495,7079,82,45,13,0,0,0,0,0,27,1,0,536,1,
6296,14330833,1978748928,14188544,2955976495,7079,82,45,13,0,0,0,0,0,27,1,0,536,1,
6297,15387031,1978748928,14188544,2955976495,7079,82,45,13,0,0,0,0,0,27,1,0,536,2,
